READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
92.456603	2.074494	-2.051279	4.32293503619217e-10	8.42392380716136e-11	-8.42392380716136e-11
97.264187	2.198617	-2.733090	3.6504098352355e-10	6.95870410362951e-11	-6.95870410362951e-11
101.732794	2.336001	-2.269989	3.94783523824865e-10	7.36402434223873e-11	-7.36402434223873e-11
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
120.373706	7.359506	-10.191642	2.74951575178559e-10	5.51589444769103e-11	-5.51589444769103e-11
136.169047	9.115285	-8.435835	2.22595925957395e-10	4.94902938326176e-11	-4.94902938326176e-11
159.985440	12.879251	-14.701109	1.6008858525458e-10	3.36653292598294e-11	-3.36653292598294e-11
177.485066	5.408806	-4.620374	3.91335403810022e-10	8.75052455183229e-11	-8.75052455183229e-11
193.405717	7.039315	-10.511845	2.36496029916302e-10	5.16076838307357e-11	-5.16076838307357e-11
214.104566	11.413526	-13.659534	1.55913335429499e-10	3.55541516682208e-11	-3.55541516682208e-11
232.236041	5.818570	-6.717949	3.34191341666198e-10	7.32656796182841e-11	-7.32656796182841e-11
252.480851	13.154101	-14.426240	1.56735050606949e-10	3.38647797433333e-11	-3.38647797433333e-11
284.780508	18.464024	-19.145556	1.02176778048265e-10	2.31853633375625e-11	-2.31853633375625e-11
315.589590	12.727981	-12.345059	1.52648954995682e-10	3.41333361144123e-11	-3.41333361144123e-11
345.696720	17.723132	-17.379148	1.06317029224695e-10	2.40065312023048e-11	-2.40065312023048e-11
387.557656	26.007708	-24.137804	1.19461931883704e-10	2.12529275218589e-11	-2.12529275218589e-11
3731.784887	48.725825	-49.059395	2.3727354396934e-11	5.32683062690477e-12	-5.32683062690477e-12
3821.826203	31.396609	-41.315491	3.294682096195e-11	7.24450440513782e-12	-7.24450440513782e-12
3880.750404	35.155227	-27.527593	3.6123792127658e-11	8.07752448420885e-12	-8.07752448420885e-12
3961.935477	49.248075	-46.029845	2.32625603309264e-11	5.24341035797954e-12	-5.24341035797954e-12
4051.309484	30.078828	-40.125932	3.33364669810161e-11	7.30228550113712e-12	-7.30228550113712e-12
4129.215605	39.928627	-47.827293	2.56119588275116e-11	5.72703028522656e-12	-5.72703028522656e-12
4212.079564	34.791288	-42.935332	2.93561801280707e-11	6.6435853390203e-12	-6.6435853390203e-12
4277.431112	29.615240	-30.560260	3.90736382233894e-11	8.73715008338246e-12	-8.73715008338246e-12
4334.335099	27.872093	-27.288747	4.17073529640781e-11	9.40089368846687e-12	-9.40089368846687e-12
4418.892919	68.679733	-56.685727	1.88245782732272e-11	4.13926622034084e-12	-4.13926622034084e-12
4522.749031	32.521001	-35.176379	3.30688809010187e-11	7.48377954886052e-12	-7.48377954886052e-12
4599.082437	36.421495	-43.812405	3.11321018639614e-11	6.68579235252382e-12	-6.68579235252382e-12
4675.296426	47.963286	-39.792494	2.49012407175593e-11	5.5903209976963e-12	-5.5903209976963e-12
4748.553788	29.866664	-25.294076	2.23865647711073e-11	5.02619604024933e-12	-5.02619604024933e-12
4810.364630	25.723921	-31.944179	2.16945470988795e-11	4.85103683530077e-12	-4.85103683530077e-12
4860.134664	23.592728	-24.046112	5.79569959271224e-11	1.30622818648622e-11	-1.30622818648622e-11
4920.566089	23.336662	-36.838698	2.51611991202227e-11	5.7168195433793e-12	-5.7168195433793e-12
4983.072653	41.063878	-39.169902	1.54814611594341e-11	3.4758884081685e-12	-3.4758884081685e-12
5064.718410	27.115382	-40.581878	1.77818078371736e-11	4.02523963193465e-12	-4.02523963193465e-12
