READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
34512.992512	240.359440	-524.373260	2.38747617063576e-12	6.48033502040884e-13	-6.48033502040884e-13
35427.030287	655.184465	-673.678335	2.43009411132081e-12	4.82507236490538e-13	-4.82507236490538e-13
39854.865860	459.970991	-630.713149	1.23022791701759e-12	3.49591820908005e-13	-3.49591820908005e-13
40742.997042	439.374829	-428.160191	1.57636255646588e-12	4.2526503283165e-13	-4.2526503283165e-13
41595.140514	269.203638	-412.768642	2.21885499149896e-12	5.6044325859296e-13	-5.6044325859296e-13
45289.736394	271.551878	-282.566202	2.15100513983515e-12	5.74393253933246e-13	-5.74393253933246e-13
46028.487296	402.842736	-467.199025	1.30024881664146e-12	3.60269767824195e-13	-3.60269767824195e-13
46585.548168	246.954303	-154.218137	2.9170753573926e-12	7.6660686571699e-13	-7.6660686571699e-13
47271.573043	375.784048	-439.070572	1.80011945076011e-12	4.23537804272746e-13	-4.23537804272746e-13
51125.137915	259.263257	-334.971843	2.23405121441248e-12	5.94222668759087e-13	-5.94222668759087e-13
51662.045753	246.386338	-277.644582	2.58801011776973e-12	6.74819673692022e-13	-6.74819673692022e-13
52689.897334	707.860738	-781.465242	1.73718436454878e-12	3.31387048588453e-13	-3.31387048588453e-13
75326.456841	5082.029211	-687.178089	1.72325422490472e-12	4.63908354632222e-13	-4.63908354632222e-13
80726.739824	316.093127	-318.253773	1.81282703978039e-12	4.920236016349e-13	-4.920236016349e-13
90453.027028	2169.805824	-4234.203356	1.46832218373948e-12	3.10975831366174e-13	-3.10975831366174e-13
101187.292542	3015.925389	-3448.817671	1.17514274079438e-12	2.78006586952283e-13	-2.78006586952283e-13
114014.910744	7485.516268	-4696.435252	8.75280660583859e-13	2.00012799822478e-13	-2.00012799822478e-13
157064.618359	10918.244373	-18825.792307	4.47286965223977e-13	1.27882134727369e-13	-1.27882134727369e-13
184749.065660	12514.767904	-11184.098408	4.26639747596329e-13	1.19025812687765e-13	-1.19025812687765e-13
236089.692114	35814.205818	-33604.926282	2.63091384252715e-13	7.56687866572998e-14	-7.56687866572998e-14
303898.334808	31903.193763	-27176.780497	1.27799571310671e-13	4.27815196071969e-14	-4.27815196071969e-14
370828.881715	23053.686276	-29864.106604	1.56836531057327e-13	4.28167117184581e-14	-4.28167117184581e-14
473445.788073	76376.562579	-57307.024821	5.77837718765648e-14	2.04382083840729e-14	-2.04382083840729e-14
