READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
6292.582747	46.461345	-51.323975	1.66027331561406e-11	3.7124594375805e-12	-3.7124594375805e-12
6398.244934	48.613818	-59.200842	1.47750846558664e-11	3.22417944955425e-12	-3.22417944955425e-12
6499.740604	42.396228	-52.881852	1.56189353229885e-11	3.445563999873e-12	-3.445563999873e-12
6584.461756	45.431216	-42.324924	1.55152640883453e-11	3.52261503858436e-12	-3.52261503858436e-12
6689.057736	76.230416	-59.164764	9.67604755509052e-12	2.21386285829942e-12	-2.21386285829942e-12
6818.350861	77.317850	-53.062710	9.80553450655696e-12	2.21775241198381e-12	-2.21775241198381e-12
6983.728726	79.924446	-88.060014	1.31905500573713e-11	2.2650532928863e-12	-2.2650532928863e-12
103858.327045	249.753146	-244.184954	1.74033055499223e-12	4.42424671203043e-13	-4.42424671203043e-13
109631.456833	236.602919	-257.335181	1.95490761315938e-12	4.64650106339375e-13	-4.64650106339375e-13
115435.800890	252.258894	-241.679206	2.53361029495479e-12	5.18865635693126e-13	-5.18865635693126e-13
121162.237882	285.821750	-208.116350	1.78261066046071e-12	4.39220355935767e-13	-4.39220355935767e-13
126983.005832	225.274740	-268.663360	2.08267621866048e-12	4.79293905026272e-13	-4.79293905026272e-13
132827.345416	200.714396	-293.223704	1.76594938249713e-12	4.34396375975302e-13	-4.34396375975302e-13
141735.389051	2872.712401	-3441.267459	1.36762365764787e-12	2.68267503296171e-13	-2.68267503296171e-13
150078.437763	289.640809	-204.297291	1.52349131822896e-12	4.03714464358705e-13	-4.03714464358705e-13
155877.022620	251.056091	-242.882009	1.60352649813383e-12	4.18147037784173e-13	-4.18147037784173e-13
