READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
65034.552970	1174.228201	-3898.954159	1.84005728797521e-12	4.80381069327712e-13	-4.80381069327712e-13
66734.135521	778.446591	-525.354349	1.64496606177821e-12	3.15539909857285e-13	-3.15539909857285e-13
71848.901564	304.946927	-409.635613	1.74011379623222e-12	4.63017859174244e-13	-4.63017859174244e-13
72689.622587	517.296305	-535.774095	2.17278770571809e-12	4.29109357045699e-13	-4.29109357045699e-13
95973.459021	1153.752730	-1323.467050	7.31948260515766e-13	1.5344379537426e-13	-1.5344379537426e-13
101114.536866	728.364845	-773.509975	9.34593294635255e-13	2.20940367303782e-13	-2.20940367303782e-13
145045.815165	14354.121787	-4240.425253	3.69545589832033e-13	9.54961780176047e-14	-9.54961780176047e-14
186089.799487	14622.148005	-9999.137495	2.07888758179611e-13	5.74488983592398e-14	-5.74488983592398e-14
247025.253801	39846.712531	-36729.263129	2.50264344170872e-13	5.79267882105082e-14	-5.79267882105082e-14
369990.589063	55793.516369	-54642.650431	1.55718823492884e-13	3.94953097360531e-14	-3.94953097360531e-14
491952.748796	32865.535536	-60804.817504	1.02526364410738e-13	2.79735638937926e-14	-2.79735638937926e-14
554522.611900	45470.562712	-25394.013468	1.28241621779461e-13	3.54197358220992e-14	-3.54197358220992e-14
650693.125897	35998.852295	-46458.324925	1.08343095715458e-13	2.71021399554077e-14	-2.71021399554077e-14
792138.490240	84832.472412	-101503.716337	5.69791352013834e-14	1.57476738343273e-14	-1.57476738343273e-14
1021691.371123	127495.003828	-139672.778280	4.70469923681147e-14	1.38527255306116e-14	-1.38527255306116e-14
1319199.998122	147916.867209	-164375.247771	3.01231437245846e-14	1.99949717564488e-14	-1.99949717564488e-14

