READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
130.642305	0.283341	-0.280634	6.43285201837613e-09	9.7371352260424e-10	-9.7371352260424e-10
131.203202	0.277539	-0.277556	6.54680913439272e-09	9.7594066078378e-10	-9.7594066078378e-10
131.779433	0.320446	-0.298691	5.80797917072974e-09	8.65802423417122e-10	-8.65802423417122e-10
132.470751	0.383481	-0.370872	7.11180488332155e-09	8.62432993288486e-10	-8.62432993288486e-10
133.178485	0.284211	-0.324253	5.73097287601688e-09	8.54322978885357e-10	-8.54322978885357e-10
133.802679	0.384124	-0.339983	4.72779333195388e-09	7.04777822580857e-10	-7.04777822580857e-10
134.456639	0.240776	-0.269836	6.55623713252022e-09	9.77346106599112e-10	-9.77346106599112e-10
135.016396	0.275249	-0.318981	5.20315954994685e-09	7.99804108343591e-10	-7.99804108343591e-10
135.602171	0.313950	-0.310526	4.7890451790667e-09	7.13908702694494e-10	-7.13908702694494e-10
136.171392	0.289143	-0.255271	5.6717316780857e-09	8.27307107994338e-10	-8.27307107994338e-10
136.757597	0.295405	-0.297062	5.2292505952801e-09	7.7953064708847e-10	-7.7953064708847e-10
137.353711	0.277509	-0.300709	5.61908937228639e-09	8.37644360419621e-10	-8.37644360419621e-10
138.019138	0.300606	-0.387919	4.42907420041158e-09	6.70410200306621e-10	-6.70410200306621e-10
138.634173	0.315385	-0.314428	4.52727899105299e-09	6.95911094996414e-10	-6.95911094996414e-10
139.323327	0.359233	-0.373769	3.63053340743148e-09	5.4953844685771e-10	-5.4953844685771e-10
140.100253	0.309974	-0.417692	3.30042067907821e-09	4.91997642281051e-10	-4.91997642281051e-10
140.872128	0.481054	-0.461902	2.3257907788015e-09	3.46708396530158e-10	-3.46708396530158e-10
141.712436	0.387962	-0.359254	3.05985508113312e-09	4.56136251407605e-10	-4.56136251407605e-10
142.578793	0.446735	-0.478395	2.57915066782039e-09	3.84477095796023e-10	-3.84477095796023e-10
143.443068	0.391965	-0.417540	2.99950321640109e-09	4.54022086834351e-10	-4.54022086834351e-10
144.420235	0.621050	-0.585202	2.05014682332787e-09	3.15138493956332e-10	-3.15138493956332e-10
145.715569	0.597797	-0.674284	1.89473876698706e-09	2.82450955780765e-10	-2.82450955780765e-10
146.813018	0.462858	-0.499652	2.30929816312515e-09	3.49548659245735e-10	-3.49548659245735e-10
147.740245	0.434109	-0.464369	2.43014363590975e-09	3.62264432542095e-10	-3.62264432542095e-10
148.781153	0.540742	-0.606799	1.89600846009787e-09	2.82640232109792e-10	-2.82640232109792e-10
149.827110	0.519566	-0.505215	2.11114536514265e-09	3.14710988713786e-10	-3.14710988713786e-10
150.883494	0.489742	-0.536818	2.03731362023084e-09	3.08379523674209e-10	-3.08379523674209e-10
152.086009	0.582451	-0.712774	1.59458986470913e-09	2.37707441621812e-10	-2.37707441621812e-10
153.370419	0.788955	-0.701958	1.35679384212096e-09	2.02258898934731e-10	-2.02258898934731e-10
155.284009	1.004981	-1.124636	9.09614969802724e-10	1.39821542346617e-10	-1.39821542346617e-10
157.607943	0.890717	-1.318953	8.56927782933682e-10	1.31722716809185e-10	-1.31722716809185e-10
159.822062	0.978777	-1.323402	8.13226101579894e-10	1.25005115670684e-10	-1.25005115670684e-10
161.904212	1.139978	-1.103374	8.32735489223394e-10	1.2800399147554e-10	-1.2800399147554e-10
164.215892	0.938351	-1.171702	9.04939144706555e-10	1.34900374302424e-10	-1.34900374302424e-10
166.412039	1.334401	-1.257796	7.3494856392004e-10	1.09559646044137e-10	-1.09559646044137e-10
169.042460	1.751616	-1.296020	6.16581111613546e-10	9.33292696435595e-11	-9.33292696435595e-11
