READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
109.554576	0.463829	-0.484434	1.18741800048039e-08	1.43995587475604e-09	-1.43995587475604e-09
110.470758	0.405188	-0.452354	7.97806372519761e-09	1.18929949224198e-09	-1.18929949224198e-09
111.396348	0.477692	-0.520402	9.50567906707289e-09	1.15273292190915e-09	-1.15273292190915e-09
112.315528	0.369798	-0.441487	1.19449807571041e-08	1.50014404735351e-09	-1.50014404735351e-09
113.149292	0.366889	-0.463966	1.31238551205638e-08	1.61007218606344e-09	-1.61007218606344e-09
113.933567	0.417027	-0.417386	1.39325980187989e-08	1.68957570024086e-09	-1.68957570024086e-09
114.812207	0.461757	-0.461613	1.22895363845321e-08	1.5077155245041e-09	-1.5077155245041e-09
115.750377	0.436254	-0.476413	1.22832315378546e-08	1.52462713565855e-09	-1.52462713565855e-09
116.568617	0.466655	-0.381985	1.36308245421074e-08	1.67226866505343e-09	-1.67226866505343e-09
117.465812	0.402094	-0.430541	1.41440073470095e-08	1.7555915028701e-09	-1.7555915028701e-09
118.282989	0.458606	-0.415083	1.41584971746069e-08	1.71696995221599e-09	-1.71696995221599e-09
119.143937	0.391152	-0.402341	1.56540705850037e-08	1.943024512052e-09	-1.943024512052e-09
120.012233	0.398189	-0.477145	1.36679436044275e-08	1.67682254067647e-09	-1.67682254067647e-09
120.749097	0.316047	-0.338675	1.78270523833166e-08	2.1708016481552e-09	-2.1708016481552e-09
121.469379	0.424820	-0.404236	1.36309930401229e-08	1.65300067079689e-09	-1.65300067079689e-09
122.361950	0.341739	-0.467750	1.34871314348429e-08	1.63555491692035e-09	-1.63555491692035e-09
123.067536	0.346023	-0.363847	1.53192224482616e-08	1.87940611151929e-09	-1.87940611151929e-09
123.746392	0.378821	-0.332833	1.55280442435314e-08	1.88305198490683e-09	-1.88305198490683e-09
124.565884	0.349264	-0.440671	1.46338079293949e-08	1.79531747838122e-09	-1.79531747838122e-09
125.377011	0.425910	-0.461863	1.36097657045594e-08	1.68928007391132e-09	-1.68928007391132e-09
126.115098	0.363894	-0.312177	1.82650386392874e-08	2.24080734634966e-09	-2.24080734634966e-09
126.809449	0.359846	-0.330458	1.8088936739472e-08	2.21920263492406e-09	-2.21920263492406e-09
127.536146	0.321674	-0.366850	1.6944947214471e-08	2.10325157108836e-09	-2.10325157108836e-09
128.306754	0.417503	-0.448935	1.1811594353395e-08	1.50100678820907e-09	-1.50100678820907e-09
129.096673	0.429974	-0.372416	1.23265986221936e-08	1.51226246611313e-09	-1.51226246611313e-09
129.825904	0.360800	-0.299258	1.58183713980382e-08	1.96341801535941e-09	-1.96341801535941e-09
130.660810	0.385204	-0.474106	1.31112774995689e-08	1.60852911411436e-09	-1.60852911411436e-09
131.417708	0.323924	-0.371694	1.65801780401389e-08	2.03410377936158e-09	-2.03410377936158e-09
132.166344	0.391911	-0.424711	1.45822322654001e-08	1.76835541569251e-09	-1.76835541569251e-09
132.959829	0.384803	-0.401574	1.36132640154549e-08	1.68971428493855e-09	-1.68971428493855e-09
133.678506	0.333300	-0.333875	1.44606759406371e-08	1.77407721131292e-09	-1.77407721131292e-09
134.526992	0.463338	-0.515186	1.00747568548338e-08	1.23600003499044e-09	-1.23600003499044e-09
135.435482	0.447973	-0.445152	1.15300519480962e-08	1.41453986403627e-09	-1.41453986403627e-09
136.280245	0.402041	-0.396790	1.33349615992655e-08	1.63597129858487e-09	-1.63597129858487e-09
137.047340	0.464022	-0.365054	1.32469329193122e-08	1.62517173351774e-09	-1.62517173351774e-09
137.937894	0.555538	-0.426533	1.09078547246039e-08	1.33820691724518e-09	-1.33820691724518e-09
