READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
140.543268	2.523066	-3.024266	4.81822348877232e-10	8.79683557613305e-11	-8.79683557613305e-11
146.306601	3.079170	-3.240267	4.08866117534578e-10	7.46483902401053e-11	-7.46483902401053e-11
154.056592	4.185557	-4.670821	2.74481729203273e-10	5.1225494160923e-11	-5.1225494160923e-11
163.468918	4.866182	-5.226770	2.2915332877093e-10	4.27660771006028e-11	-4.27660771006028e-11
173.399151	6.148002	-5.064051	2.03788993497051e-10	3.72066279691777e-11	-3.72066279691777e-11
188.389232	6.723444	-8.842079	1.53140704997867e-10	2.79595471741236e-11	-2.79595471741236e-11
206.458864	9.802404	-11.346188	1.1198679510383e-10	2.18557288875018e-11	-2.18557288875018e-11
224.245002	9.291537	-7.983734	1.41302208778487e-10	2.57981221142502e-11	-2.57981221142502e-11
251.087832	16.664819	-17.551293	6.10485775436647e-11	1.21892083476001e-11	-1.21892083476001e-11
285.511581	35.984849	-17.758930	3.49528818787085e-11	7.311319213095e-12	-7.311319213095e-12
356.744312	31.970974	-35.247882	2.8785006736519e-11	5.7473469905783e-12	-5.7473469905783e-12
434.635804	45.003401	-45.920518	1.68530310007876e-11	4.42860301087075e-12	-4.42860301087075e-12
526.323982	58.731895	-46.684778	1.42260045067254e-11	3.84301791993338e-12	-3.84301791993338e-12
662.942000	95.793778	-77.886123	9.69537523995261e-12	2.29241848377563e-12	-2.29241848377563e-12
839.382834	73.893082	-80.647056	1.06948930262172e-11	2.59463375483299e-12	-2.59463375483299e-12
1046.135370	144.563125	-132.859454	3.62091010334334e-12	1.55085180317219e-12	-1.55085180317219e-12
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
5899.150554	1225.148078	-875.969322	8.61444083207085e-13	1.81176731785617e-13	-1.81176731785617e-13
14606.893003	4083.751409	-4171.448859	4.83604691651157e-13	9.38762048499305e-14	-9.38762048499305e-14
24258.429578	5997.686674	-2256.100546	3.19321984559226e-13	8.67568913083647e-14	-8.67568913083647e-14
38512.231758	7292.978754	-5000.548995	1.53492961545568e-13	7.87350808455089e-14	-7.87350808455089e-14
