READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
130.476070	1.156823	-1.250324	2.16212420256824e-09	3.22310444137437e-10	-3.22310444137437e-10
133.017168	0.809397	-1.384275	2.28034132500815e-09	3.4481986151995e-10	-3.4481986151995e-10
134.900661	0.918518	-1.074096	2.45938948288451e-09	3.71894523020221e-10	-3.71894523020221e-10
137.167822	0.889467	-1.348643	2.13599502608672e-09	3.2299271548058e-10	-3.2299271548058e-10
139.150643	0.965088	-1.093354	2.30369694724928e-09	3.43414836845778e-10	-3.43414836845778e-10
141.517547	1.295350	-1.401815	1.74717405766389e-09	2.60453296992207e-10	-2.60453296992207e-10
143.800275	1.122639	-0.987378	2.23150931380982e-09	3.32653813990546e-10	-3.32653813990546e-10
146.145362	0.971223	-1.222448	2.14092349408549e-09	3.19150056644517e-10	-3.19150056644517e-10
148.606575	1.070181	-1.489989	1.81065690650813e-09	2.73796980304012e-10	-2.73796980304012e-10
150.951148	1.509919	-1.274392	1.66376128381607e-09	2.51584250276129e-10	-2.51584250276129e-10
154.001551	2.152978	-1.540484	1.24059450103791e-09	1.90314091464004e-10	-1.90314091464004e-10
157.755951	1.898113	-1.601422	1.32453456509763e-09	2.00288343295953e-10	-2.00288343295953e-10
160.936427	0.831232	-1.282364	2.21925213696646e-09	3.30826618158853e-10	-3.30826618158853e-10
163.517480	1.637629	-1.749821	1.38529496151614e-09	2.06507571272731e-10	-2.06507571272731e-10
166.897722	2.368964	-1.742613	1.14060636291353e-09	1.70031511091236e-10	-1.70031511091236e-10
171.310814	2.122563	-2.044128	1.1251614824431e-09	1.67729146133672e-10	-1.67729146133672e-10
175.533086	1.890867	-2.099710	1.18112241431766e-09	1.76071327693932e-10	-1.76071327693932e-10
179.408144	2.299962	-1.984191	9.58233779588742e-10	1.53440163083068e-10	-1.53440163083068e-10
184.093535	1.868459	-2.385429	7.31260553198643e-10	1.3640440170658e-10	-1.3640440170658e-10
188.406675	2.487041	-2.444681	6.21852204000386e-10	1.18542366348117e-10	-1.18542366348117e-10
192.919741	2.528552	-2.026026	9.2981639563365e-10	1.47016869495867e-10	-1.47016869495867e-10
197.799689	2.222735	-2.351397	6.95338449611062e-10	1.26950827258661e-10	-1.26950827258661e-10
202.145421	1.819562	-2.122997	8.08160846789414e-10	1.47549301912327e-10	-1.47549301912327e-10
205.747634	1.723982	-1.782650	8.97858661943692e-10	1.63925839969467e-10	-1.63925839969467e-10
209.403549	1.475097	-1.931934	9.4699395626098e-10	1.70085134688448e-10	-1.70085134688448e-10
212.354686	1.674810	-1.476040	9.76632424781739e-10	1.82174356602045e-10	-1.82174356602045e-10
216.246457	2.382083	-2.216962	1.01145930927999e-09	1.5294697334388e-10	-1.5294697334388e-10
220.343261	1.823971	-1.714721	9.85239723691438e-10	1.71508177648868e-10	-1.71508177648868e-10
224.501086	2.363018	-2.333854	6.85379007440205e-10	1.25132482271679e-10	-1.25132482271679e-10
229.280039	1.932256	-2.415935	7.45116925575321e-10	1.36039114086464e-10	-1.36039114086464e-10
232.965099	2.168397	-1.752804	8.23637968682996e-10	1.50375003126251e-10	-1.50375003126251e-10
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
249.362711	9.964001	-10.094508	4.61303265940472e-10	1.00090851489063e-10	-1.00090851489063e-10
268.665668	13.226944	-9.338956	3.74978561291196e-10	8.50684116773558e-11	-8.50684116773558e-11
291.143002	5.793530	-9.250390	5.70024747536986e-10	1.28074259819672e-10	-1.28074259819672e-10
