READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
144.379672	7.908960	-12.149629	3.12597653170275e-10	6.15535856073187e-11	-6.15535856073187e-11
163.502177	13.859615	-11.213545	1.97735185289377e-10	4.33657687932997e-11	-4.33657687932997e-11
184.197887	5.700544	-6.836096	3.87587847693849e-10	8.50028528709992e-11	-8.50028528709992e-11
203.772053	11.199539	-13.873621	2.08098165887006e-10	4.39925871825455e-11	-4.39925871825455e-11
234.124170	13.442602	-19.152578	1.39166336052741e-10	3.14480425291161e-11	-3.14480425291161e-11
264.409085	15.752806	-16.842314	1.52453337425057e-10	3.28157511520582e-11	-3.28157511520582e-11
295.978114	31.822858	-15.816223	2.24034587248177e-10	5.03595524745139e-11	-5.03595524745139e-11
342.168509	10.705643	-14.367537	1.78340794669794e-10	3.98782432907186e-11	-3.98782432907186e-11
372.318329	18.165582	-19.444178	1.33836063964253e-10	2.86902763669189e-11	-2.86902763669189e-11
400.274073	12.775739	-9.790161	2.09540225335136e-10	4.57254149217429e-11	-4.57254149217429e-11
428.764764	16.880187	-15.714953	1.51104605352023e-10	3.22156349437085e-11	-3.22156349437085e-11
461.645935	11.579476	-16.000984	1.59828480252339e-10	3.6117158556417e-11	-3.6117158556417e-11
485.539503	12.759109	-12.314091	1.84675865175609e-10	4.07057958329593e-11	-4.07057958329593e-11
507.794215	10.562917	-9.495603	2.21995471465619e-10	4.96397197980972e-11	-4.96397197980972e-11
530.964897	12.465415	-12.607765	1.97870014846818e-10	4.25917039292433e-11	-4.25917039292433e-11
564.063210	14.469542	-20.632898	1.39769597329566e-10	3.08076342508208e-11	-3.08076342508208e-11
588.303206	12.795406	-9.770454	2.28892381080951e-10	4.90335720779551e-11	-4.90335720779551e-11
5355.573040	47.839431	-44.931529	1.80841078670565e-11	4.05844045450301e-12	-4.05844045450301e-12
5457.983016	70.795636	-54.570544	1.34118641288046e-11	3.00986366181273e-12	-3.00986366181273e-12
5563.298682	35.685050	-34.520030	2.55555307998429e-11	5.59597133887554e-12	-5.59597133887554e-12
5639.442135	44.790577	-40.458403	2.13553334313634e-11	4.66013594032739e-12	-4.66013594032739e-12
5754.264617	50.319534	-70.031906	1.52402489058722e-11	3.36038377070825e-12	-3.36038377070825e-12
5841.416258	28.358214	-36.832106	2.73267862753433e-11	6.13265885849819e-12	-6.13265885849819e-12
5906.206057	36.280694	-36.431586	2.44309335589193e-11	5.46288402636009e-12	-5.46288402636009e-12
6013.237189	49.600922	-70.750437	1.3968314802866e-11	3.20447765508684e-12	-3.20447765508684e-12
6112.407098	45.709114	-49.568986	1.75133034534148e-11	3.94466226096813e-12	-3.94466226096813e-12
6196.567789	36.767983	-38.451577	2.18700890666577e-11	4.92592027537824e-12	-4.92592027537824e-12
6313.224031	73.049181	-79.888259	1.59989042655693e-11	2.92801350346722e-12	-2.92801350346722e-12
10213.160488	84.996883	-95.530337	9.43318864276009e-12	2.13349223949407e-12	-2.13349223949407e-12
10360.533376	60.482895	-62.376005	1.39912573698394e-11	3.12855377493205e-12	-3.12855377493205e-12
10497.672784	76.290308	-76.656512	1.11582661849356e-11	2.50449155744812e-12	-2.50449155744812e-12
10640.701210	61.135461	-66.738118	1.34275241857485e-11	3.0025193411344e-12	-3.0025193411344e-12
10755.435665	56.723327	-53.598993	1.5738254091967e-11	3.51914299596769e-12	-3.51914299596769e-12
10890.314617	69.776535	-78.155625	1.17272774680267e-11	2.64229998209256e-12	-2.64229998209256e-12
11023.718161	49.202630	-63.627010	1.53343657702476e-11	3.45495046103963e-12	-3.45495046103963e-12
11158.854909	51.968703	-85.934117	1.24787647274312e-11	2.82235856110239e-12	-2.82235856110239e-12
11280.058123	81.204848	-69.234512	1.16525638602736e-11	2.6253956220512e-12	-2.6253956220512e-12
11454.179119	62.537793	-92.916147	1.15498899685363e-11	2.5924627949618e-12	-2.5924627949618e-12
11640.213037	97.148074	-123.496126	8.67215640407747e-12	1.91303407857904e-12	-1.91303407857904e-12
11839.156854	81.238478	-101.795742	7.5186311603862e-12	1.96104106990486e-12	-1.96104106990486e-12
12053.490341	115.129390	-133.095010	1.14412343837315e-11	2.07005255399744e-12	-2.07005255399744e-12
16016.582461	149.922611	-145.941209	5.14769817367883e-12	1.34188736690706e-12	-1.34188736690706e-12
16275.221766	96.883726	-108.716694	9.89836878225499e-12	2.2239537448371e-12	-2.2239537448371e-12
16487.179764	128.136007	-115.074273	6.26022655425348e-12	1.62671553525177e-12	-1.62671553525177e-12
16754.826510	103.699561	-139.510739	6.21548057385845e-12	1.62544503860635e-12	-1.62544503860635e-12
17035.973251	125.938640	-177.447180	4.96238339505754e-12	1.30195504412591e-12	-1.30195504412591e-12
17389.401571	116.012981	-227.489679	4.69266229729098e-12	1.1873118972219e-12	-1.1873118972219e-12
