READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
3273.308635	44.865677	-62.948683	2.20422130807183e-11	4.96899779265423e-12	-4.96899779265423e-12
3389.393659	61.668253	-71.219347	1.94913814332666e-11	4.2697588961064e-12	-4.2697588961064e-12
3524.000684	64.963448	-72.938772	1.93336793623726e-11	4.26817061957889e-12	-4.26817061957889e-12
3686.820697	60.104235	-97.856565	1.67729792293867e-11	3.79656672183113e-12	-3.79656672183113e-12
3810.679441	86.684331	-63.754509	1.9229801745512e-11	4.21248725078913e-12	-4.21248725078913e-12
3958.720078	66.516754	-61.356306	2.15291942345794e-11	4.89315227149852e-12	-4.89315227149852e-12
4117.144261	73.575330	-91.907430	1.66599868378169e-11	3.74039107725446e-12	-3.74039107725446e-12
4255.380951	73.240881	-64.661359	1.98614644356758e-11	4.45915732875027e-12	-4.45915732875027e-12
4414.085631	62.467721	-85.463799	1.84225490662108e-11	4.11940717545319e-12	-4.11940717545319e-12
4585.790409	81.318623	-109.237057	1.13477919397063e-11	2.83701085079369e-12	-2.83701085079369e-12
4752.249520	97.893211	-85.140489	1.44055670494936e-11	3.28762988858011e-12	-3.28762988858011e-12
4946.914678	66.203154	-96.771946	1.21418395635322e-11	3.16920448595479e-12	-3.16920448595479e-12
5085.959861	70.074571	-72.842029	1.95194158921638e-11	4.25954191524755e-12	-4.25954191524755e-12
5250.396829	68.612562	-94.362398	1.57936139424289e-11	3.61926518379633e-12	-3.61926518379633e-12
5425.085744	79.464328	-106.076352	1.39315734109708e-11	3.1405142057852e-12	-3.1405142057852e-12
5646.059133	156.849019	-141.509061	1.45604672105859e-11	2.5094333133863e-12	-2.5094333133863e-12
9099.351230	111.851142	-86.226478	9.39242489492132e-12	2.31366502129605e-12	-2.31366502129605e-12
9324.984516	136.949155	-113.782145	6.56794336799903e-12	1.70177092922117e-12	-1.70177092922117e-12
9545.076952	142.514940	-83.143280	7.20155347490266e-12	1.87248686612924e-12	-1.87248686612924e-12
9881.575767	121.937685	-193.983875	5.10398321013841e-12	1.33176467789397e-12	-1.33176467789397e-12
10090.382407	81.121025	-86.868955	1.31102153662557e-11	2.93151125034241e-12	-2.93151125034241e-12
10299.236082	110.462010	-127.732650	6.90058860331244e-12	1.80064987614297e-12	-1.80064987614297e-12
10468.193644	109.494248	-58.495552	9.84863087999546e-12	2.56980873538248e-12	-2.56980873538248e-12
10695.189093	65.532399	-117.501201	1.21364188655689e-11	2.7498196188417e-12	-2.7498196188417e-12
10842.760583	83.443229	-82.039091	1.01131019302071e-11	2.64822586132303e-12	-2.64822586132303e-12
11028.694799	103.108133	-102.490987	8.17283629926742e-12	2.1477225648179e-12	-2.1477225648179e-12
11233.529006	111.394886	-101.726074	7.87580290792863e-12	2.06965034799779e-12	-2.06965034799779e-12
11459.821836	125.803195	-114.897945	1.02824750815103e-11	2.21926588055176e-12	-2.21926588055176e-12
15056.823224	155.124727	-256.074213	4.20482134412025e-12	1.1128304120747e-12	-1.1128304120747e-12
15364.420630	120.824422	-152.472678	6.37357071264148e-12	1.67113081261251e-12	-1.67113081261251e-12
15591.556227	81.737304	-106.311176	9.33384285247768e-12	2.42483835591165e-12	-2.42483835591165e-12
15796.409091	87.498780	-123.115560	8.30595278263948e-12	2.16438559642434e-12	-2.16438559642434e-12
16111.893708	133.067024	-227.985836	4.74371123824124e-12	1.26337072936892e-12	-1.26337072936892e-12
16379.248314	146.531078	-134.287583	6.23462417307798e-12	1.62965412023682e-12	-1.62965412023682e-12
16708.152106	148.591845	-182.372715	5.37447350872478e-12	1.39195143219194e-12	-1.39195143219194e-12
17080.331510	287.892701	-223.587559	6.01471850246189e-12	1.19241608139748e-12	-1.19241608139748e-12
20800.662011	283.028701	-253.535779	4.26479226973409e-12	1.12119564145912e-12	-1.12119564145912e-12
21426.753776	321.374795	-343.063065	3.4851232256603e-12	9.12902414409755e-13	-9.12902414409755e-13
22033.333013	258.881858	-285.204442	4.31242558591582e-12	1.12353669194386e-12	-1.12353669194386e-12
22773.990347	378.220585	-481.775475	3.28036678919771e-12	7.86018010159509e-13	-7.86018010159509e-13
26941.369013	432.700599	-605.325361	2.32769559373538e-12	6.12023901401528e-13	-6.12023901401528e-13
27856.289883	315.103629	-482.220271	3.0360451531928e-12	7.99621064293973e-13	-7.99621064293973e-13
28586.828692	349.285060	-415.435180	3.60542267998764e-12	8.8986412312797e-13	-8.8986412312797e-13
36765.773871	3739.666572	-4614.496279	1.58799830579109e-12	3.136670487601e-13	-3.136670487601e-13
45737.403050	550.413862	-1695.040318	1.95460978751166e-12	5.20016106610322e-13	-5.20016106610322e-13
63331.053265	6090.935287	-12092.300713	5.57457118832021e-13	1.3574404604294e-13	-1.3574404604294e-13
85128.643918	12501.224373	-12454.430947	6.36436519182973e-13	1.20084505672332e-13	-1.20084505672332e-13
166197.470313	13092.743998	-18042.255842	5.45952436291609e-13	1.44532234526037e-13	-1.44532234526037e-13
188046.020547	2824.797965	-4349.721235	8.49529144135988e-13	1.97848284935524e-13	-1.97848284935524e-13
201308.773142	11762.265609	-6032.073451	3.52210494786792e-13	9.29942219442883e-14	-9.29942219442883e-14
230234.397675	17276.100056	-12497.785744	3.1652784021194e-13	8.27345930639932e-14	-8.27345930639932e-14
353262.983107	79828.593025	-100433.769235	1.00014799973829e-13	3.04666932693388e-14	-3.04666932693388e-14
