READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
115.573465	17.133266	-20.476354	5.69820417646976e-11	1.2434511957315e-11	-1.2434511957315e-11
176.061859	66.966333	-43.355127	1.11646659106614e-11	2.51778573714493e-12	-2.51778573714493e-12
326.854119	76.641813	-83.825927	6.768365687182e-12	1.53292553166624e-12	-1.53292553166624e-12
464.250015	54.582097	-60.754083	9.46753969902311e-12	2.13506991109483e-12	-2.13506991109483e-12
590.599255	93.715236	-71.767144	5.38315514794125e-12	1.35294494157495e-12	-1.35294494157495e-12
778.791833	65.990459	-94.477341	7.05698966212381e-12	1.59146194787959e-12	-1.59146194787959e-12
924.180723	88.591329	-79.398431	6.76911238328952e-12	1.52656111446168e-12	-1.52656111446168e-12
1096.365371	84.396480	-83.593320	6.62034106962988e-12	1.50581446553017e-12	-1.50581446553017e-12
1264.217224	87.041748	-83.455372	6.93828713925968e-12	1.52638389240642e-12	-1.52638389240642e-12
1429.304795	72.392796	-78.045824	7.57613610537581e-12	1.71584494416158e-12	-1.71584494416158e-12
1569.421493	87.729279	-67.723901	5.48182815824058e-12	1.46496800567891e-12	-1.46496800567891e-12
1742.893082	69.710850	-85.742310	5.80136145073426e-12	1.50638622627558e-12	-1.50638622627558e-12
1953.928963	96.869149	-141.325031	3.88913691730341e-12	1.01562519299211e-12	-1.01562519299211e-12
2159.400119	102.011713	-108.602007	4.4357926401576e-12	1.17856218708118e-12	-1.17856218708118e-12
2393.182903	98.900948	-131.771072	7.30667880219885e-12	1.42464274176568e-12	-1.42464274176568e-12
5840.762620	186.884892	-201.087357	2.3310205887614e-12	6.03117291469255e-13	-6.03117291469255e-13
6286.382361	185.058611	-258.734849	1.94565899265744e-12	5.12964837910724e-13	-5.12964837910724e-13
6644.040420	153.350712	-172.599448	2.651910434558e-12	6.93292432461707e-13	-6.93292432461707e-13
7124.343921	319.933030	-326.952790	1.32699188610371e-12	3.50596261877838e-13	-3.50596261877838e-13
7799.684745	477.009987	-355.407793	1.01457707733173e-12	2.73789582352629e-13	-2.73789582352629e-13
11973.098080	381.819632	-550.682137	1.03515693048766e-12	2.7349874310204e-13	-2.7349874310204e-13
13240.696140	819.183212	-885.778428	6.51560829105848e-13	1.54849045181685e-13	-1.54849045181685e-13
18919.238978	4665.764894	-1711.883474	5.96108348515006e-13	1.16999218789018e-13	-1.16999218789018e-13
42182.793220	6293.511911	-5651.588597	1.91634906085557e-13	4.94709676036086e-14	-4.94709676036086e-14
83334.189866	23183.606626	-24405.249894	1.11184991367265e-13	2.90956141478955e-14	-2.90956141478955e-14
