READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
152.395193	1.001394	-1.064046	1.82549353108845e-09	2.76790927337362e-10	-2.76790927337362e-10
154.416584	0.901445	-1.019997	1.95243661645896e-09	2.9105206272177e-10	-2.9105206272177e-10
156.435978	1.011809	-1.117949	1.7321592329394e-09	2.58215020212054e-10	-2.58215020212054e-10
158.571891	1.242103	-1.124105	1.5810233891498e-09	2.35685018845029e-10	-2.35685018845029e-10
160.997650	1.453000	-1.183655	1.51908436196916e-09	2.30331546808914e-10	-2.30331546808914e-10
163.567665	1.404016	-1.117015	1.69303585794075e-09	2.61143373426925e-10	-2.61143373426925e-10
166.532695	1.059631	-1.561013	1.599682003287e-09	2.42552224693462e-10	-2.42552224693462e-10
168.723935	1.432088	-1.131610	1.57749125034578e-09	2.43321205546118e-10	-2.43321205546118e-10
171.858213	1.756427	-1.702189	1.16809953711163e-09	1.74130018359381e-10	-1.74130018359381e-10
175.389073	1.822946	-1.774433	1.09301477610687e-09	1.62936987943521e-10	-1.62936987943521e-10
178.670031	1.530897	-1.458012	1.25604148169056e-09	1.90447600473816e-10	-1.90447600473816e-10
182.421233	1.820086	-2.220306	8.93335201366408e-10	1.35452199586135e-10	-1.35452199586135e-10
186.112955	1.718621	-1.871636	1.04981158640265e-09	1.59177931718139e-10	-1.59177931718139e-10
189.843686	1.451822	-2.012110	7.75283276349255e-10	1.49013692944183e-10	-1.49013692944183e-10
192.716247	1.614443	-1.420738	9.88909142224542e-10	1.80549237199069e-10	-1.80549237199069e-10
196.107583	1.624790	-1.776893	1.24875331825097e-09	1.92614762460855e-10	-1.92614762460855e-10
199.678125	2.222718	-1.945752	9.79381573851878e-10	1.45997632371011e-10	-1.45997632371011e-10
203.295685	2.177637	-1.394842	8.98452840078416e-10	1.54083349392072e-10	-1.54083349392072e-10
207.177863	1.883936	-1.704542	8.97499606078571e-10	1.6386022320554e-10	-1.6386022320554e-10
210.818129	1.723615	-1.756330	1.04136922773006e-09	1.90127127005335e-10	-1.90127127005335e-10
214.894918	2.059057	-2.353174	7.24536065148387e-10	1.32281622999408e-10	-1.32281622999408e-10
218.871101	1.500568	-1.917127	8.09772583724775e-10	1.47843544417021e-10	-1.47843544417021e-10
221.847120	2.132592	-1.475451	8.69546210588509e-10	1.5022979519862e-10	-1.5022979519862e-10
227.513906	2.683839	-3.534194	4.7217308693613e-10	8.62065782513268e-11	-8.62065782513268e-11
232.511110	2.036575	-2.313364	6.82594900711264e-10	1.31198493784601e-10	-1.31198493784601e-10
237.165356	2.129036	-2.617671	6.60637203058959e-10	1.23735058438218e-10	-1.23735058438218e-10
243.264693	2.430960	-3.970301	5.11970961148125e-10	9.58904227341763e-11	-9.58904227341763e-11
248.202797	3.065070	-2.507143	5.50872145418695e-10	1.08694074508554e-10	-1.08694074508554e-10
255.525211	4.012012	-4.257345	3.57202186929833e-10	6.86562473470406e-11	-6.86562473470406e-11
263.081545	3.460090	-3.544322	3.97515265196428e-10	7.64046430014138e-11	-7.64046430014138e-11
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
280.991129	6.062623	-8.981205	2.31449086341233e-10	4.98811968139392e-11	-4.98811968139392e-11
296.280247	8.324664	-9.226496	1.71524810133618e-10	3.85821882286756e-11	-3.85821882286756e-11
318.191194	13.994178	-13.586282	1.11270078249252e-10	2.50286900854861e-11	-2.50286900854861e-11
342.655616	12.095556	-10.470244	1.37500589611578e-10	3.11138633871953e-11	-3.11138633871953e-11
368.847760	15.991131	-14.096589	1.01555462906658e-10	2.31183095910785e-11	-2.31183095910785e-11
417.914118	24.592914	-33.075226	5.18414710958778e-11	1.18726416325818e-11	-1.18726416325818e-11
461.838233	13.263839	-19.331201	9.3402369758218e-11	2.10095822939609e-11	-2.10095822939609e-11
509.413251	28.371541	-34.311179	4.81791632324461e-11	1.0967588024342e-11	-1.0967588024342e-11
580.726114	39.799918	-42.941322	3.70220183370944e-11	8.32764574277854e-12	-8.32764574277854e-12
668.270616	32.489355	-47.744585	3.83369223483646e-11	8.62341255664175e-12	-8.62341255664175e-12
2656.578179	56066.439513	-1955.818207	7.87693276393421e-13	1.07282390627092e-13	-1.07282390627092e-13
