READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
1881.494245	145.624178	-113.870904	1.58755396289752e-12	1.02898306682098e-12	-1.02898306682098e-12
2138.981646	99.273548	-111.863223	2.82678342495843e-12	1.21573187115602e-12	-1.21573187115602e-12
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
9238.283635	3060.010116	-3468.557864	1.32770745179157e-12	2.61491143495987e-13	-2.61491143495987e-13
20122.047428	4296.492923	-2772.283797	5.21879190843636e-13	1.10196295309715e-13	-1.10196295309715e-13
31216.549812	4783.133100	-2285.314660	5.04295820978823e-13	1.37123021374738e-13	-1.37123021374738e-13
234295.576123	50941.438509	-64920.915951	7.45732922030123e-14	2.20436775694439e-14	-2.20436775694439e-14
322139.874930	120195.796014	-32160.999438	6.48752026312844e-14	2.56271092645225e-14	-2.56271092645225e-14
798716.479230	355569.426453	-350949.485887	7.07652351647693e-14	2.80814425257021e-14	-2.80814425257021e-14
