READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
121.111344	3.475617	-2.959448	4.92995579944928e-10	9.00083072284031e-11	-9.00083072284031e-11
126.529219	1.496733	-1.942258	9.06790511272929e-10	1.70400411746869e-10	-1.70400411746869e-10
130.456517	1.314475	-2.430566	8.43512836859907e-10	1.60252925588129e-10	-1.60252925588129e-10
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
144.189215	6.215697	-8.828091	3.59013934218206e-10	7.35359166668045e-11	-7.35359166668045e-11
159.094680	8.861372	-8.689768	2.9403911200943e-10	6.17539720187427e-11	-6.17539720187427e-11
180.120279	20.430652	-12.164228	1.38469862783618e-10	3.12200753417277e-11	-3.12200753417277e-11
234.674398	43.602833	-34.123467	6.30700862378839e-11	1.38172480071961e-11	-1.38172480071961e-11
308.873204	37.101148	-30.595973	3.96160322875385e-11	8.67897821146627e-12	-8.67897821146627e-12
384.184658	31.994034	-38.210306	4.10058512531663e-11	8.61334955013686e-12	-8.61334955013686e-12
451.827026	44.585226	-35.648334	3.19743558701893e-11	7.21039311913564e-12	-7.21039311913564e-12
561.646078	75.174894	-65.233826	1.88367637282832e-11	4.26590185421973e-12	-4.26590185421973e-12
695.638344	43.981788	-58.817372	2.66604335800797e-11	6.01207523546037e-12	-6.01207523546037e-12
825.196027	99.964025	-85.575895	1.52656816265762e-11	3.45718265131901e-12	-3.45718265131901e-12
991.408263	106.755149	-66.248211	1.80691705753905e-11	4.10959631218306e-12	-4.10959631218306e-12
1195.780012	110.488839	-97.616601	1.25808167864109e-11	3.2666691449033e-12	-3.2666691449033e-12
1415.722575	106.173596	-109.453724	1.31772362561783e-11	3.46062293215063e-12	-3.46062293215063e-12
1645.691680	192.126171	-123.795509	9.76961963363053e-12	2.65102966444618e-12	-2.65102966444618e-12
5614.714529	585.119323	-532.276665	6.24438994892819e-12	1.85757171189119e-12	-1.85757171189119e-12
6812.943164	789.676779	-613.109313	8.87288550328898e-12	1.83838119497511e-12	-1.83838119497511e-12
27149.665561	3604.981451	-3568.237729	2.71407948987385e-12	6.94882550257398e-13	-6.94882550257398e-13
56474.961633	20533.810539	-22591.549001	1.01108598597086e-12	2.31202512134572e-13	-2.31202512134572e-13
117993.354596	43489.715716	-8510.004325	5.54631026352235e-13	2.93678190965053e-13	-2.93678190965053e-13
