READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
89.879995	17.320737	-15.274272	8.51302207768436e-11	1.81498208212405e-11	-1.81498208212405e-11
119.948062	19.847650	-12.747330	8.21400330169281e-11	1.81119250728003e-11	-1.81119250728003e-11
162.134878	27.806974	-22.339166	5.19594285386927e-11	1.17461899791392e-11	-1.17461899791392e-11
213.754998	26.332974	-23.813146	5.6243385923204e-11	1.22733205839688e-11	-1.22733205839688e-11
269.265836	33.504836	-29.177864	4.45340663925378e-11	9.76869898387978e-12	-9.76869898387978e-12
350.381868	45.158255	-47.611196	3.07020280500631e-11	6.61100783906584e-12	-6.61100783906584e-12
3672.585049	98.778803	-91.776657	4.56654820867093e-12	1.1898460604455e-12	-1.1898460604455e-12
3883.028845	103.963606	-111.664994	5.40365733315099e-12	1.20830350122288e-12	-1.20830350122288e-12
4096.525711	108.602761	-109.533259	3.97985654679067e-12	1.03699285229068e-12	-1.03699285229068e-12
4292.277061	95.885071	-87.148589	4.83871976330518e-12	1.25314640649666e-12	-1.25314640649666e-12
4502.194887	106.610545	-114.032755	5.40932311276466e-12	1.21781298696913e-12	-1.21781298696913e-12
4749.447673	112.595999	-140.642241	3.55744476455275e-12	9.29763318965277e-13	-9.29763318965277e-13
5012.552597	107.743755	-150.508925	3.49016933589277e-12	9.12181551252715e-13	-9.12181551252715e-13
5233.079004	173.050188	-112.782652	3.14529103066988e-12	8.24562382251656e-13	-8.24562382251656e-13
5557.098893	119.819059	-150.969701	3.53673089750187e-12	8.99449862518814e-13	-8.99449862518814e-13
5932.090718	246.280474	-255.172766	2.72898815817079e-12	5.83089491931437e-13	-5.83089491931437e-13
10147.089680	1186.018100	-782.380888	7.64977316895403e-13	2.06969617544896e-13	-2.06969617544896e-13
102694.591395	105646.024497	-63375.604663	5.05832059172862e-14	2.17788803254982e-14	-2.17788803254982e-14
