READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
3522.276990	1144.366741	-726.079059	7.50363257138175e-13	1.61856573664974e-13	-1.61856573664974e-13
9262.298791	253.677081	-4013.900239	1.45599822437867e-12	3.83104464291528e-13	-3.83104464291528e-13
10393.146772	567.042200	-877.170900	1.2441086976066e-12	2.47514297870344e-13	-2.47514297870344e-13
14599.130526	205.522066	-205.677614	2.71145081484441e-12	7.08890697436849e-13	-7.08890697436849e-13
15705.673613	4554.911179	-901.021021	1.23808216822421e-12	2.7920805154348e-13	-2.7920805154348e-13
42257.783923	15153.647189	-16299.971051	4.33868669580478e-13	9.72124677951071e-14	-9.72124677951071e-14
75280.702345	26460.844046	-14616.429474	1.7121300347755e-13	4.17833425089333e-14	-4.17833425089333e-14
192017.592586	31868.202526	-48474.317494	6.36949221238543e-14	3.31634718496101e-14	-3.31634718496101e-14
