READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
90.638139	0.877684	-0.751997	3.07880253134254e-09	4.5896082685028e-10	-4.5896082685028e-10
92.187397	0.803330	-0.671574	3.40473815573051e-09	5.07548384094247e-10	-5.07548384094247e-10
93.979619	0.674574	-0.988893	3.09152977225367e-09	4.55821157626497e-10	-4.55821157626497e-10
95.653366	0.813765	-0.999173	2.638186532847e-09	4.15282274795419e-10	-4.15282274795419e-10
97.372164	0.617892	-0.905034	3.15580171482316e-09	4.7043918676931e-10	-4.7043918676931e-10
99.158644	1.192315	-1.168587	1.99189560539628e-09	2.96934229138232e-10	-2.96934229138232e-10
101.443786	0.716526	-1.092828	2.64440275669492e-09	3.8989592058126e-10	-3.8989592058126e-10
103.453524	0.809704	-1.293212	2.26127533778798e-09	3.45400497125681e-10	-3.45400497125681e-10
104.800546	0.555060	-0.537317	4.64571345971323e-09	6.92542016837698e-10	-6.92542016837698e-10
106.103951	0.746092	-0.748345	3.59635647723964e-09	5.36113158125524e-10	-5.36113158125524e-10
107.885353	1.126339	-1.035310	2.35798960292021e-09	3.57888390647065e-10	-3.57888390647065e-10
109.826662	1.282606	-0.814970	2.29180329516188e-09	3.47842890312719e-10	-3.47842890312719e-10
112.294985	0.940328	-1.185716	2.22809094642333e-09	3.3214415561051e-10	-3.3214415561051e-10
114.240500	0.811308	-1.005187	2.51632778865285e-09	3.88913898791865e-10	-3.88913898791865e-10
115.895250	1.026406	-0.843442	2.46235511932335e-09	3.73728718039491e-10	-3.73728718039491e-10
118.286338	1.017551	-1.364683	1.93705645740251e-09	2.94000480359765e-10	-2.94000480359765e-10
120.015670	0.919675	-0.711781	2.87179063724844e-09	4.28101293830646e-10	-4.28101293830646e-10
122.149980	0.697915	-1.214635	2.49612085441629e-09	3.7885352533314e-10	-3.7885352533314e-10
123.980615	1.096514	-1.132720	2.27965046638589e-09	3.39830183433889e-10	-3.39830183433889e-10
126.383858	1.084426	-1.306729	2.12074429101489e-09	3.21879994537826e-10	-3.21879994537826e-10
128.293078	0.868924	-0.824794	2.76966331173658e-09	4.35978248557562e-10	-4.35978248557562e-10
130.549938	1.364365	-1.387935	1.65800501981257e-09	2.56254804452908e-10	-2.56254804452908e-10
133.110090	1.273616	-1.195787	1.96026722376319e-09	2.92219408919416e-10	-2.92219408919416e-10
135.591447	0.944990	-1.207741	2.31886947006307e-09	3.45676602760037e-10	-3.45676602760037e-10
137.927125	1.221074	-1.390688	1.91688960633418e-09	2.8575307879141e-10	-2.8575307879141e-10
140.448925	1.175808	-1.300726	2.01135763683211e-09	2.99835486384809e-10	-2.99835486384809e-10
142.877925	1.789106	-1.253192	1.60000228765463e-09	2.47290192510902e-10	-2.47290192510902e-10
146.091926	1.428835	-1.424895	1.7735869474495e-09	2.64390732548538e-10	-2.64390732548538e-10
148.996794	1.411460	-1.476033	1.74222557480715e-09	2.59715678560648e-10	-2.59715678560648e-10
152.087795	1.638522	-1.679541	1.48385108371077e-09	2.25214392630332e-10	-2.25214392630332e-10
155.491249	1.928530	-1.764931	1.31892506516456e-09	2.00182441590273e-10	-2.00182441590273e-10
158.736263	1.387778	-1.316484	1.80591817622236e-09	2.69210386363098e-10	-2.69210386363098e-10
161.619357	1.454476	-1.495316	1.63952722954633e-09	2.48842426322322e-10	-2.48842426322322e-10
164.962754	1.962871	-1.888921	1.27448686266869e-09	1.93437684656924e-10	-1.93437684656924e-10
168.567698	1.120904	-1.642073	1.85305797960817e-09	2.76237571779869e-10	-2.76237571779869e-10
171.687330	2.002522	-1.998729	1.32703613078483e-09	1.97822859419351e-10	-1.97822859419351e-10
