READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
194.446748	67.902483	-105.102125	1.2067080766282e-10	2.70661405167306e-11	-2.70661405167306e-11
315.002619	40.117213	-52.653387	1.20462189407886e-10	2.69587933407965e-11	-2.69587933407965e-11
395.583087	54.814685	-40.463255	3.8049777437802e-11	8.5265173278981e-12	-8.5265173278981e-12
561.878245	43.973027	-111.480473	4.7294485962381e-11	1.03366123139289e-11	-1.03366123139289e-11
699.093118	64.719013	-93.241847	1.09300058678598e-11	2.45063843103949e-12	-2.45063843103949e-12
868.234933	101.177138	-104.422802	1.10010688353333e-11	2.16108667437799e-12	-2.16108667437799e-12
4354.083084	105.934467	-167.361713	4.47606338614621e-12	1.16133932742665e-12	-1.16133932742665e-12
4533.078630	87.406562	-73.061078	7.66771817528227e-12	1.98300684555661e-12	-1.98300684555661e-12
4840.312624	361.865247	-219.827433	3.17166370594988e-12	6.74926174312986e-13	-6.74926174312986e-13
5620.380980	160.836812	-160.098988	3.78709345589151e-12	9.84998628439188e-13	-9.84998628439188e-13
6233.276443	523.279648	-452.058652	1.88739543107745e-12	3.96698326749868e-13	-3.96698326749868e-13
11374.980309	1166.513743	-1405.386985	1.54672938832703e-12	3.2208294522046e-13	-3.2208294522046e-13
16763.920852	1564.186200	-998.274400	7.71236570502031e-13	1.64730832724277e-13	-1.64730832724277e-13
24987.607668	4910.071404	-3461.073285	4.02669385278484e-13	8.85332543670113e-14	-8.85332543670113e-14
36704.071104	4764.961467	-3499.521121	3.19313246709727e-13	8.00278371099361e-14	-8.00278371099361e-14
48334.498620	4705.846051	-3557.361889	2.61244405130216e-13	7.24635338345152e-14	-7.24635338345152e-14
442192.076096	170885.487615	-385666.669665	1.46617071734731e-14	5.6552299097682e-15	-5.6552299097682e-15
