READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
11410.776252	151.029711	-251.964629	1.80615777261222e-11	4.08525887456606e-12	-4.08525887456606e-12
11844.329850	328.330893	-282.523887	7.22454780648553e-12	1.64374184466314e-12	-1.64374184466314e-12
12651.223997	788.867107	-478.563253	1.28197436889715e-11	2.84081560410675e-12	-2.84081560410675e-12
17533.886162	325.621082	-480.705938	4.9561938263706e-12	1.10824688331125e-12	-1.10824688331125e-12
18484.717816	725.900407	-625.210573	5.56286458671154e-12	1.04898522556665e-12	-1.04898522556665e-12
23950.191022	1012.732382	-1038.492318	2.16166129550614e-12	4.5406245195979e-13	-4.5406245195979e-13
29913.167534	812.273769	-1121.552551	2.00890021983378e-12	4.60737263759585e-13	-4.60737263759585e-13
38194.081545	3943.235318	-3672.064102	1.8978663904737e-12	3.29022033002042e-13	-3.29022033002042e-13
46348.952039	549.327913	-521.289187	1.28804153404235e-12	2.67139461154667e-13	-2.67139461154667e-13
47645.285354	573.077218	-615.382982	8.75952061941352e-13	2.08959012692043e-13	-2.08959012692043e-13
52134.379068	524.915863	-518.120937	7.98211050269906e-13	2.08640345646137e-13	-2.08640345646137e-13
53391.893798	645.645674	-602.989726	5.95255021816397e-13	1.64042568744078e-13	-1.64042568744078e-13
58756.749985	1071.807366	-1334.255394	6.98447999277819e-13	1.35821721575474e-13	-1.35821721575474e-13
68120.338127	3127.455985	-3745.329035	4.48318699611292e-13	1.11840077122103e-13	-1.11840077122103e-13
