READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wtslew mode data
68.6666343354613	0.938045683066733	-0.892601342247573	3.1668310849175e-09	7.89946461436463e-10	-7.89946461436463e-10
70.341255712974	0.992779283161738	-0.73657569444596	1.53990386806766e-09	3.84119512191807e-10	-3.84119512191807e-10
72.2392605176023	1.05713152275342	-0.905225521466576	1.36462854335336e-09	3.40398164629378e-10	-3.40398164629378e-10
74.8761005594863	1.191242437111	-1.57970851913061	1.22685615919457e-09	2.95928840129812e-10	-2.95928840129812e-10
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
84.878738	1.176004	-1.163536	1.22806281350557e-09	1.89029689329636e-10	-1.89029689329636e-10
87.612632	1.722806	-1.557890	8.88854472345599e-10	1.34633454702818e-10	-1.34633454702818e-10
90.765219	1.361682	-1.429781	1.0704715967345e-09	1.59576508774293e-10	-1.59576508774293e-10
93.970230	1.376878	-1.843328	9.16082570720537e-10	1.41008095379926e-10	-1.41008095379926e-10
97.190023	1.733115	-1.842916	8.51834159350082e-10	1.26983960047915e-10	-1.26983960047915e-10
100.925719	1.719317	-2.002580	5.47100492812448e-10	9.98864119748781e-11	-9.98864119748781e-11
104.717248	2.220815	-2.072213	7.04635545887593e-10	1.06730132122934e-10	-1.06730132122934e-10
108.648774	1.696285	-1.710711	8.84497295786414e-10	1.36146355946225e-10	-1.36146355946225e-10
112.011439	1.331459	-1.666380	9.89694704947806e-10	1.57386543081369e-10	-1.57386543081369e-10
115.168839	1.278594	-1.825940	9.88782822840876e-10	1.57241499012814e-10	-1.57241499012814e-10
117.882825	1.208394	-1.435392	1.2681763548042e-09	1.95204167807871e-10	-1.95204167807871e-10
120.532933	1.065044	-1.441714	1.51134629345156e-09	2.25298195457653e-10	-2.25298195457653e-10
122.698060	1.086462	-1.100082	1.95126129826276e-09	2.95554711721035e-10	-2.95554711721035e-10
124.539645	0.753573	-0.755124	3.14122279786359e-09	4.6826581275729e-10	-4.6826581275729e-10
126.124049	0.814856	-0.830832	2.73331799668151e-09	4.07458948004619e-10	-4.07458948004619e-10
127.988504	0.733063	-1.049598	2.28780468826263e-09	3.57911554010968e-10	-3.57911554010968e-10
129.739162	0.809563	-1.017595	2.30948838605831e-09	3.44278197169605e-10	-3.44278197169605e-10
131.192653	0.822055	-0.643927	2.89767795765506e-09	4.38907035071026e-10	-4.38907035071026e-10
132.867531	1.052608	-0.852823	2.14751718670502e-09	3.30556803694277e-10	-3.30556803694277e-10
134.831959	1.077232	-0.911820	1.83652620089466e-09	2.78175946134145e-10	-2.78175946134145e-10
136.879814	1.057573	-0.970623	1.65486015825015e-09	2.46691993342039e-10	-2.46691993342039e-10
139.013584	0.962701	-1.076197	1.60888268114128e-09	2.39838060138786e-10	-2.39838060138786e-10
141.570370	1.747072	-1.594085	9.43608636542778e-10	1.42927042034674e-10	-1.42927042034674e-10
145.276503	1.609841	-1.959061	8.59978825414982e-10	1.28198080631233e-10	-1.28198080631233e-10
148.196778	1.842170	-1.310434	9.44526298828723e-10	1.40801656936932e-10	-1.40801656936932e-10
151.585174	2.020896	-1.546226	7.84432571168153e-10	1.28954303601367e-10	-1.28954303601367e-10
155.744587	2.661566	-2.138517	6.49547732611979e-10	9.68288646688904e-11	-9.68288646688904e-11
160.220253	1.893573	-1.814100	5.70920196383198e-10	1.04235272763077e-10	-1.04235272763077e-10
164.037130	3.216552	-1.923304	3.95305458581036e-10	7.39242638540507e-11	-7.39242638540507e-11
169.641367	1.665161	-2.387685	4.5834160681398e-10	9.22816027290095e-11	-9.22816027290095e-11
174.342096	2.648715	-3.035568	3.32632090928647e-10	6.37333476423426e-11	-6.37333476423426e-11
180.414298	2.177157	-3.423487	3.38516847068378e-10	6.64769259214344e-11	-6.64769259214344e-11
186.689515	3.790573	-4.098060	2.40976711262848e-10	4.85178226859705e-11	-4.85178226859705e-11
194.411908	3.778859	-3.931820	2.68310112043665e-10	5.01754239120272e-11	-5.01754239120272e-11
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
231.286971	22.221821	-25.417028	1.81818393255164e-10	4.00738754325405e-11	-4.00738754325405e-11
272.365503	16.245589	-18.856711	2.59800620608528e-10	5.72616720653121e-11	-5.72616720653121e-11
323.156605	25.629867	-34.545513	1.43905795441556e-10	3.28631265822333e-11	-3.28631265822333e-11
386.648028	47.386924	-37.861556	1.00322594305746e-10	2.25503512699145e-11	-2.25503512699145e-11
485.101386	76.806286	-51.066434	6.24647133127366e-11	1.41893380173606e-11	-1.41893380173606e-11
617.275426	49.939205	-55.367755	7.20939714713073e-11	1.6463785477408e-11	-1.6463785477408e-11
760.206034	67.476398	-92.991402	4.5650306036267e-11	1.05937329082351e-11	-1.05937329082351e-11
