READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
85.359011	0.497361	-0.650160	4.56625184437617e-09	6.80696618743974e-10	-6.80696618743974e-10
86.514243	0.672901	-0.657872	4.09852157857581e-09	6.10971482001026e-10	-6.10971482001026e-10
87.813200	0.558854	-0.626056	4.75654675239344e-09	7.19495957009361e-10	-7.19495957009361e-10
89.064505	0.789554	-0.692452	4.01317733997018e-09	5.98249206918828e-10	-5.98249206918828e-10
90.743689	0.782737	-0.889629	3.74484715320904e-09	5.582489156745e-10	-5.582489156745e-10
92.297448	1.257043	-0.771023	3.13544205542677e-09	4.74280576512684e-10	-4.74280576512684e-10
94.439756	0.863596	-0.885265	3.77043097117712e-09	5.70331781044159e-10	-5.70331781044159e-10
96.590683	1.263918	-1.287331	2.67842087107805e-09	4.05149538084646e-10	-4.05149538084646e-10
99.172169	1.146521	-1.317567	2.90491833584324e-09	4.33039630570402e-10	-4.33039630570402e-10
102.379457	2.137944	-2.060767	1.77684927583816e-09	2.64877046544885e-10	-2.64877046544885e-10
106.383358	1.487680	-1.865957	1.5420455060359e-09	2.81537684976933e-10	-2.81537684976933e-10
109.519099	2.217936	-1.648062	1.2911263322254e-09	2.40958122642057e-10	-2.40958122642057e-10
114.402445	2.894346	-2.665410	8.89348516768574e-10	1.62372019736146e-10	-1.62372019736146e-10
120.336559	2.722777	-3.039768	8.17296410928425e-10	1.52529046058647e-10	-1.52529046058647e-10
744.439912	122.653567	-135.482691	3.00450812198149e-11	7.10409786068083e-12	-7.10409786068083e-12
890.132000	19.875494	-23.038521	5.59029668200137e-11	1.14227990096708e-11	-1.14227990096708e-11
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
139.269006	18.289766	-11.797842	2.65608265595658e-10	5.93917755504054e-11	-5.93917755504054e-11
178.065485	14.595507	-20.506713	1.99530632115633e-10	4.53051167757786e-11	-4.53051167757786e-11
200.982993	6.721779	-8.322001	6.08600241253497e-10	1.2221576126872e-10	-1.2221576126872e-10
216.059534	9.196357	-8.354762	4.46874276641075e-10	9.79890350540894e-11	-9.79890350540894e-11
242.460684	17.897428	-17.204792	2.04853412493633e-10	4.62756979670252e-11	-4.62756979670252e-11
288.001167	27.517545	-27.643055	1.17155831023352e-10	2.64651128838463e-11	-2.64651128838463e-11
372.089368	38.706824	-56.570657	3.45678554986777e-11	7.77003974767492e-12	-7.77003974767492e-12
440.059368	33.419344	-29.263176	3.60260932184635e-11	7.90065707235406e-12	-7.90065707235406e-12
514.871679	36.333393	-41.392967	4.65579912882268e-11	1.0310494828727e-11	-1.0310494828727e-11
641.540895	213.364509	-90.335823	4.12830124714079e-11	8.19723998752719e-12	-8.19723998752719e-12
4486.918871	40.812841	-69.508619	1.78723206715998e-11	3.99636000844515e-12	-3.99636000844515e-12
4598.740489	71.907643	-71.008777	1.34567999050328e-11	3.04700301211046e-12	-3.04700301211046e-12
4768.393109	82.780943	-97.744977	7.4863848185425e-12	1.96558354806384e-12	-1.96558354806384e-12
4914.010739	44.977392	-62.836688	1.61920957293247e-11	3.63571975571646e-12	-3.63571975571646e-12
5021.323696	45.478496	-62.335564	1.76718033907789e-11	3.825354017989e-12	-3.825354017989e-12
5169.390976	82.951656	-102.588784	9.96368678856452e-12	2.18287830083332e-12	-2.18287830083332e-12
5325.087182	92.737390	-72.744550	1.10737097876707e-11	2.43572244227975e-12	-2.43572244227975e-12
5497.175391	58.550741	-79.350819	1.26237028194623e-11	2.85832628363623e-12	-2.85832628363623e-12
