READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
158.307301	0.694304	-0.908676	2.07257197702086e-08	3.08960807898536e-09	-3.08960807898536e-09
159.932260	0.850224	-0.930654	1.95423930355533e-08	2.91320819726484e-09	-2.91320819726484e-09
161.544175	0.682953	-0.761692	2.52115678418163e-08	3.75831840728428e-09	-3.75831840728428e-09
163.189355	0.706572	-0.962226	2.28511039386653e-08	3.40644106623341e-09	-3.40644106623341e-09
164.820765	0.925444	-0.924838	2.15647737024775e-08	3.21468652337802e-09	-3.21468652337802e-09
166.786499	1.226288	-1.040291	1.89132124267416e-08	2.81941488021728e-09	-2.81941488021728e-09
169.110022	1.188931	-1.097234	2.127474007526e-08	3.17145139988834e-09	-3.17145139988834e-09
171.972566	1.738704	-1.673613	1.59270187344714e-08	2.50710395134865e-09	-2.50710395134865e-09
175.178058	1.394030	-1.466788	2.34502994339382e-08	3.49576349018408e-09	-3.49576349018408e-09
178.082336	2.190307	-1.510249	2.00425892745222e-08	2.98777224500732e-09	-2.98777224500732e-09
182.043986	1.774415	-1.771342	2.05992977679255e-08	3.18374792689222e-09	-3.18374792689222e-09
185.915519	2.033977	-2.097118	1.83966966056596e-08	2.74241683633563e-09	-2.74241683633563e-09
189.945903	2.209417	-1.996406	1.82876576524022e-08	2.72616352803789e-09	-2.72616352803789e-09
194.455282	2.291941	-2.299962	1.08512040263791e-08	2.09199921658463e-09	-2.09199921658463e-09
200.012406	3.237470	-3.265182	8.1218703830858e-09	1.48284334426292e-09	-1.48284334426292e-09
205.767268	2.209718	-2.517392	1.13494020141216e-08	2.07210812157641e-09	-2.07210812157641e-09
213.182105	7.028773	-5.205120	4.47450613322484e-09	8.16930144768217e-10	-8.16930144768217e-10
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
244.666111	19.366021	-23.258108	3.49092527947878e-09	7.85181820485957e-10	-7.85181820485957e-10
310.242659	21.486653	-46.210527	2.48548673767432e-09	5.65680336176789e-10	-5.65680336176789e-10
337.433967	6.831865	-5.704655	1.63018035704532e-08	3.43404807703761e-09	-3.43404807703761e-09
351.898377	4.903975	-7.632545	1.44964010740817e-08	3.27980939180014e-09	-3.27980939180014e-09
366.075850	5.770341	-9.273499	1.42527821494209e-08	2.92357280573513e-09	-2.92357280573513e-09
377.529462	4.345910	-5.683270	1.89922011987103e-08	4.11468162235994e-09	-4.11468162235994e-09
389.382017	5.029875	-7.506645	1.49569687155244e-08	3.2230669064479e-09	-3.2230669064479e-09
401.867826	5.080586	-7.455934	1.53886976932313e-08	3.22515164841155e-09	-3.22515164841155e-09
414.720620	7.271652	-7.772208	1.26171656551457e-08	2.6308604076592e-09	-2.6308604076592e-09
431.609714	7.933638	-9.617442	1.04248287203616e-08	2.19603608537564e-09	-2.19603608537564e-09
451.017302	11.091790	-11.473950	7.10515088553902e-09	1.58573532780016e-09	-1.58573532780016e-09
498.413565	46.436138	-36.304474	2.07743450824501e-09	4.43645352794468e-10	-4.43645352794468e-10
5616.988405	1074.870747	-884.041561	6.0507631685648e-12	1.24613172238866e-12	-1.24613172238866e-12
11707.663087	1162.146245	-1188.571204	3.09131199795378e-12	6.17897858081562e-13	-6.17897858081562e-13
17658.460627	1195.005765	-1302.265035	1.83181251190297e-12	4.05310748992901e-13	-4.05310748992901e-13
22582.620077	494.266855	-466.031945	2.81236048565733e-12	7.60400623853586e-13	-7.60400623853586e-13
23891.233067	747.698865	-814.346135	1.7415124566531e-12	4.74882810171257e-13	-4.74882810171257e-13
29248.206451	1176.755341	-1370.921467	1.45859983944519e-12	3.69911864044001e-13	-3.69911864044001e-13
37743.777230	4251.961882	-4081.579647	1.19127067491968e-12	2.38404074653529e-13	-2.38404074653529e-13
46439.157853	1340.894798	-1205.962030	2.06247743589229e-12	4.48291324548329e-13	-4.48291324548329e-13
52444.850391	1123.163841	-1423.589247	1.34557381747015e-12	3.62817675574125e-13	-3.62817675574125e-13
59764.163199	5375.469652	-2958.098716	9.93773570649462e-13	2.70041055120851e-13	-2.70041055120851e-13
75343.617391	5887.003681	-6958.834148	1.41359927411487e-12	3.93263972719355e-13	-3.93263972719355e-13
93460.190346	5985.120626	-7724.812694	1.11933737494515e-12	2.81979518456973e-13	-2.81979518456973e-13
109916.197863	7290.644448	-5889.611872	1.49606697001252e-12	3.81876834612406e-13	-3.81876834612406e-13
135837.581203	21868.004889	-14474.048751	1.20133609940282e-12	2.58456110447643e-13	-2.58456110447643e-13
188347.791070	9858.253442	-3382.075118	1.28091249563379e-12	3.46391371828924e-13	-3.46391371828924e-13
307200.694134	127214.638758	-99853.031682	4.73111767507652e-13	1.14014920650254e-13	-1.14014920650254e-13
