READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
129.356256	6.154656	-11.396492	6.97632728957716e-10	1.36817018329644e-10	-1.36817018329644e-10
139.681351	5.858781	-4.170439	1.1293907778238e-09	2.37696321366421e-10	-2.37696321366421e-10
155.103758	7.987514	-9.563626	6.76733808712197e-10	1.41765575137427e-10	-1.41765575137427e-10
172.643814	10.505897	-9.552543	5.19656086027582e-10	1.16821117029404e-10	-1.16821117029404e-10
206.548232	26.747600	-23.398520	2.02863873387865e-10	4.58502331914458e-11	-4.58502331914458e-11
297.864984	68.318068	-64.569152	7.32248319341082e-11	1.66394073779177e-11	-1.66394073779177e-11
419.011029	47.464263	-52.827977	9.65235114323968e-11	2.15832825427536e-11	-2.15832825427536e-11
553.460198	91.032614	-86.984907	6.12129196296646e-11	1.31283005446512e-11	-1.31283005446512e-11
3988.274437	93.303775	-117.310526	9.81361814885628e-12	2.58979733492671e-12	-2.58979733492671e-12
4367.456180	193.018911	-285.877489	4.34054538121757e-12	1.13874097773842e-12	-1.13874097773842e-12
4749.487333	149.474819	-189.012241	6.09910623290181e-12	1.59364266207729e-12	-1.59364266207729e-12
5086.015395	96.272737	-187.053243	7.23578546763703e-12	1.89075974451003e-12	-1.89075974451003e-12
5386.945177	141.351314	-204.657045	5.89795918524895e-12	1.54111726114327e-12	-1.54111726114327e-12
5714.661147	179.701864	-186.364656	5.48197700278596e-12	1.44689474670456e-12	-1.44689474670456e-12
6151.466858	254.378934	-257.103846	4.46255954726528e-12	1.09373474462199e-12	-1.09373474462199e-12
10249.601066	393.846165	-610.998683	3.26737368045585e-12	9.16927803481703e-13	-9.16927803481703e-13
11283.379099	826.837412	-639.931868	1.66682057806639e-12	3.93391973305512e-13	-3.93391973305512e-13
