READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wtslew mode data
75.1011687140124	0.267457301276906	-0.419259706089306	1.27830030317497e-08	2.98985347716969e-09	-2.98985347716969e-09
75.6828355916293	0.251554433612611	-0.314209576339977	1.13936913758905e-08	2.66490336373969e-09	-2.66490336373969e-09
76.2328551111985	0.299303876426549	-0.29846508595665	1.03113910769784e-08	2.41176102277279e-09	-2.41176102277279e-09
76.8242265133683	0.293267490507418	-0.292067525743192	1.03852491553572e-08	2.42903590191577e-09	-2.42903590191577e-09
77.4195639456529	0.455826064330182	-0.302069941777219	9.34059795532871e-09	2.1846994173607e-09	-2.1846994173607e-09
78.458204241865	0.594926759233573	-0.582814231881926	5.22324415936033e-09	1.2882825799701e-09	-1.2882825799701e-09
79.6094048375304	0.735377174081506	-0.556273836431785	5.17108991442525e-09	1.25850740639502e-09	-1.25850740639502e-09
80.9031292927008	0.507323745617839	-0.558347281088871	5.42942663224986e-09	1.34906918712701e-09	-1.34906918712701e-09
82.1111169937878	0.674725024442566	-0.700663955469224	6.07243870135488e-09	1.41753084110936e-09	-1.41753084110936e-09
83.8483648117833	1.01991518175078	-1.06252279355293	6.7049771179818e-09	1.48943780350968e-09	-1.48943780350968e-09
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
92.096984	0.332854	-0.369903	1.68104745477651e-08	2.07749667036293e-09	-2.07749667036293e-09
92.777000	0.302223	-0.347161	1.8639474786767e-08	2.26036835468112e-09	-2.26036835468112e-09
93.360127	0.316884	-0.280904	2.0062196085588e-08	2.46064556815471e-09	-2.46064556815471e-09
93.933069	0.265229	-0.256058	2.23155691196171e-08	2.78425228046907e-09	-2.78425228046907e-09
94.471687	0.231885	-0.273389	2.3484537990272e-08	2.84791854314777e-09	-2.84791854314777e-09
95.016190	0.283391	-0.312619	2.03294134655887e-08	2.46530348072852e-09	-2.46530348072852e-09
95.602752	0.267931	-0.303171	2.13705499528507e-08	2.64104653441851e-09	-2.64104653441851e-09
96.125401	0.263010	-0.254718	2.67726295723521e-08	3.11798292745867e-09	-3.11798292745867e-09
96.680428	0.223947	-0.292017	2.63169452305906e-08	3.1573692760022e-09	-3.1573692760022e-09
97.179721	0.288638	-0.275347	2.33809704737814e-08	2.89476014374479e-09	-2.89476014374479e-09
97.745870	0.295371	-0.277511	2.30063816194649e-08	2.81637484509377e-09	-2.81637484509377e-09
98.308844	0.280370	-0.267603	2.22589644748865e-08	2.77718985783364e-09	-2.77718985783364e-09
98.883819	0.260484	-0.294606	2.10765273027224e-08	2.55590437257283e-09	-2.55590437257283e-09
99.390496	0.283989	-0.246192	2.13907105872851e-08	2.66886019640117e-09	-2.66886019640117e-09
99.923647	0.254333	-0.249162	2.70999441403075e-08	3.23369064437964e-09	-3.23369064437964e-09
100.470745	0.281895	-0.292765	2.44471699292049e-08	2.99275198898758e-09	-2.99275198898758e-09
101.038482	0.239002	-0.285842	2.98694031866982e-08	3.52679674231153e-09	-3.52679674231153e-09
101.567953	0.291307	-0.290469	2.3924259125448e-08	2.9287387201897e-09	-2.9287387201897e-09
102.107491	0.315771	-0.248230	2.50928056976281e-08	2.98907745812754e-09	-2.98907745812754e-09
102.755415	0.381278	-0.332154	1.67689784540527e-08	2.17468806820633e-09	-2.17468806820633e-09
103.433612	0.233264	-0.296919	2.25913228633762e-08	2.73960028452458e-09	-2.73960028452458e-09
103.892413	0.283295	-0.225537	2.40468490691775e-08	2.86448219653599e-09	-2.86448219653599e-09
104.433050	0.299526	-0.257343	2.00880250761413e-08	2.45911801169252e-09	-2.45911801169252e-09
105.013646	0.227762	-0.281070	2.52821232349403e-08	2.90005844386408e-09	-2.90005844386408e-09
105.607592	0.263629	-0.366184	1.81228403391316e-08	2.28291418518552e-09	-2.28291418518552e-09
106.204655	0.271472	-0.333433	1.9709747514728e-08	2.39015794241221e-09	-2.39015794241221e-09
106.730516	0.288246	-0.254390	2.14909252324107e-08	2.70718812638425e-09	-2.70718812638425e-09
107.294303	0.251082	-0.275541	2.27020380027267e-08	2.83737109696112e-09	-2.83737109696112e-09
107.845781	0.345430	-0.300395	1.73796124834387e-08	2.14783266124352e-09	-2.14783266124352e-09
108.505494	0.285266	-0.314282	1.7229373577828e-08	2.12926566048827e-09	-2.12926566048827e-09
109.139836	0.355460	-0.349076	1.43646791197854e-08	1.74197320426584e-09	-1.74197320426584e-09
109.785652	0.312770	-0.290356	1.68148356426265e-08	2.0979408483737e-09	-2.0979408483737e-09
110.351340	0.325300	-0.252917	1.78019566050859e-08	2.24249279314996e-09	-2.24249279314996e-09
110.962696	0.329532	-0.286055	1.76473407441107e-08	2.1603365103729e-09	-2.1603365103729e-09
111.700501	0.429727	-0.408274	1.32497471739788e-08	1.65313459351372e-09	-1.65313459351372e-09
