READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
3583.354060	179.141232	-302.262868	4.0223429301158e-12	1.05364126211128e-12	-1.05364126211128e-12
4038.708344	172.596267	-276.213053	4.44390099788863e-12	1.16653122700778e-12	-1.16653122700778e-12
4539.711275	228.217497	-328.406663	3.65891942546992e-12	9.70522396645579e-13	-9.70522396645579e-13
4949.787196	259.429576	-181.858424	4.78398105176877e-12	1.25056758782972e-12	-1.25056758782972e-12
5565.606468	275.438024	-356.389696	3.6374920094581e-12	9.30964962111445e-13	-9.30964962111445e-13
9564.740053	431.601579	-516.162601	2.15861567358618e-12	6.78707179159851e-13	-6.78707179159851e-13
10799.684184	816.368468	-803.342552	2.20180845867596e-12	4.95776384247262e-13	-4.95776384247262e-13
16122.020752	1269.549940	-1009.585760	1.78165490643825e-12	3.96056362466236e-13	-3.96056362466236e-13
21938.092387	1228.759065	-1258.482535	1.05168552712998e-12	2.658194129766e-13	-2.658194129766e-13
29832.968175	3648.620277	-2353.983303	1.38783702559914e-12	2.77970777139579e-13	-2.77970777139579e-13
42777.406023	3483.044468	-4693.423492	5.99157310837021e-13	2.24378299058354e-13	-2.24378299058354e-13
