READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
350.904505	0.774500	-0.912101	9.47539697129577e-09	1.41250862675063e-09	-1.41250862675063e-09
352.354262	0.641285	-0.675258	1.19110301216121e-08	1.77559156611265e-09	-1.77559156611265e-09
353.593783	0.784147	-0.598236	1.10977268154475e-08	1.65435129513416e-09	-1.65435129513416e-09
355.240785	0.759702	-0.862855	9.11946462341631e-09	1.38302763179168e-09	-1.38302763179168e-09
356.575723	0.689720	-0.575236	1.16342805364213e-08	1.73433626477616e-09	-1.73433626477616e-09
357.984588	0.606290	-0.719145	1.06049140833013e-08	1.63644337535946e-09	-1.63644337535946e-09
359.050001	0.540750	-0.459123	1.42785089564364e-08	2.12851440033942e-09	-2.12851440033942e-09
360.091378	0.655769	-0.500627	1.2248737847262e-08	1.8259340236544e-09	-1.8259340236544e-09
361.300106	0.484277	-0.552958	1.34650066128141e-08	2.00724482207786e-09	-2.00724482207786e-09
362.456909	0.800587	-0.672526	9.48115415349653e-09	1.41336706124324e-09	-1.41336706124324e-09
363.905491	0.766404	-0.647995	9.93072240753849e-09	1.48038466325789e-09	-1.48038466325789e-09
365.321942	0.509932	-0.650047	1.2136870373191e-08	1.80925793480544e-09	-1.80925793480544e-09
366.400847	0.498484	-0.568973	1.33573775331906e-08	1.99120026096966e-09	-1.99120026096966e-09
367.374729	0.405272	-0.475398	1.65386194479345e-08	2.46543196320128e-09	-2.46543196320128e-09
368.318904	0.526799	-0.538902	1.37768730521074e-08	2.08935468905234e-09	-2.08935468905234e-09
369.310068	0.475006	-0.464366	1.59491056186668e-08	2.4187881877845e-09	-2.4187881877845e-09
370.310335	0.752147	-0.525261	1.14654522256267e-08	1.73881212673643e-09	-1.73881212673643e-09
371.538938	0.642583	-0.476456	1.26070470664129e-08	1.91194256758964e-09	-1.91194256758964e-09
372.587025	0.393323	-0.405504	1.74040124063017e-08	2.59443705006781e-09	-2.59443705006781e-09
373.429983	0.546671	-0.449635	1.36729263968153e-08	2.03823960713967e-09	-2.03823960713967e-09
374.478071	0.532248	-0.501418	1.28221128815757e-08	1.9445588584805e-09	-1.9445588584805e-09
375.315449	0.276648	-0.305129	2.28879941748387e-08	3.41194078972759e-09	-3.41194078972759e-09
375.963386	0.480914	-0.371290	1.54836850518072e-08	2.3081715761439e-09	-2.3081715761439e-09
376.948821	0.409941	-0.504521	1.41572497782705e-08	2.1470412458179e-09	-2.1470412458179e-09
377.741648	0.259374	-0.382886	1.9666481822887e-08	3.0347329909551e-09	-3.0347329909551e-09
378.493152	0.497065	-0.492129	1.29848842913647e-08	2.003696237613e-09	-2.003696237613e-09
379.431435	0.339805	-0.441218	1.74008355521097e-08	2.59396342672221e-09	-2.59396342672221e-09
380.202520	0.545464	-0.431279	1.41849094364939e-08	2.11456139305371e-09	-2.11456139305371e-09
381.246295	0.467744	-0.498311	1.46072897350657e-08	2.21529273898695e-09	-2.21529273898695e-09
382.316186	0.561381	-0.602147	1.25080569499064e-08	1.89693020018237e-09	-1.89693020018237e-09
383.418229	0.629988	-0.540662	1.28642634543761e-08	1.95095112105334e-09	-1.95095112105334e-09
384.590468	0.420259	-0.542251	1.61038188735132e-08	2.44225141289744e-09	-2.44225141289744e-09
385.473323	0.380702	-0.462596	1.87320279523395e-08	2.84083672889719e-09	-2.84083672889719e-09
386.677826	0.649313	-0.823801	1.11425267310827e-08	1.66102976277474e-09	-1.66102976277474e-09
387.797819	0.459810	-0.470680	1.81286900522805e-08	2.70246555982091e-09	-2.70246555982091e-09
388.877370	0.554465	-0.619740	1.44254613135519e-08	2.18771721879559e-09	-2.18771721879559e-09
