READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
257.764748	18.007824	-27.123776	1.76692574093116e-09	3.90248958318979e-10	-3.90248958318979e-10
293.414999	14.952633	-17.642427	3.45595425286507e-09	6.2921615843765e-10	-6.2921615843765e-10
321.189176	12.251556	-12.821544	4.23279203763735e-09	7.8153577450163e-10	-7.8153577450163e-10
344.423696	11.582856	-10.982964	4.7733382332942e-09	8.81133960202372e-10	-8.81133960202372e-10
366.374205	9.690847	-10.367653	6.14927340237793e-09	1.09856217644696e-09	-1.09856217644696e-09
395.206211	15.961201	-19.141159	3.88648350280599e-09	6.9801132570535e-10	-6.9801132570535e-10
424.418821	14.328991	-13.251409	4.8435980300935e-09	8.72228400773511e-10	-8.72228400773511e-10
456.915415	14.427476	-18.167604	4.08304307547527e-09	7.19911783683046e-10	-7.19911783683046e-10
485.799135	15.631456	-14.456244	4.30912860753967e-09	7.63702292390419e-10	-7.63702292390419e-10
520.090038	18.950214	-18.659446	3.24317613847639e-09	5.88734768944033e-10	-5.88734768944033e-10
555.374220	18.768412	-16.333968	3.5104127751833e-09	6.32150288384617e-10	-6.32150288384617e-10
593.893665	17.858606	-19.751034	3.22283739475179e-09	5.86773250575961e-10	-5.86773250575961e-10
624.887170	21.967482	-13.134898	3.2714002857236e-09	6.09187422081306e-10	-6.09187422081306e-10
664.076104	15.373588	-17.221452	2.2202175903683e-09	5.13668070286375e-10	-5.13668070286375e-10
699.624122	24.957150	-20.174430	2.47205162354113e-09	4.52559229302703e-10	-4.52559229302703e-10
739.731272	14.937700	-15.150000	3.72384518323274e-09	6.81784186833762e-10	-6.81784186833762e-10
775.061807	19.724144	-20.392836	2.82347484438852e-09	5.2577646172445e-10	-5.2577646172445e-10
811.778984	15.601948	-16.993032	2.39621439880575e-09	5.51997045058349e-10	-5.51997045058349e-10
845.529924	14.446068	-18.148992	2.79877357836993e-09	6.2065279365372e-10	-6.2065279365372e-10
873.949864	16.113847	-13.973873	3.28244668028502e-09	7.24971876624029e-10	-7.24971876624029e-10
913.402079	24.300492	-23.338368	1.81264190584714e-09	4.12230230360887e-10	-4.12230230360887e-10
973.259009	19.604363	-35.556437	1.36370208700579e-09	3.04884207497932e-10	-3.04884207497932e-10
1019.308292	26.208519	-26.444921	1.28306937556937e-09	2.99441348849604e-10	-2.99441348849604e-10
1076.409628	21.760683	-30.892817	1.63136827743855e-09	3.43925144389404e-10	-3.43925144389404e-10
1117.794955	20.492257	-19.624643	1.90454298614981e-09	4.29470085725818e-10	-4.29470085725818e-10
1162.849256	18.062216	-24.562044	1.97884389509925e-09	4.25131943207585e-10	-4.25131943207585e-10
1203.050540	17.977852	-22.139068	2.17617935252742e-09	4.72973114985628e-10	-4.72973114985628e-10
1242.510439	21.142193	-21.482047	2.16374649866239e-09	4.75969469541445e-10	-4.75969469541445e-10
1294.205043	22.101029	-30.552411	1.83388540895594e-09	4.03271866864013e-10	-4.03271866864013e-10
1354.139252	19.834880	-37.833180	1.46107406408221e-09	3.16323459792236e-10	-3.16323459792236e-10
1410.857308	25.799484	-36.883176	1.0642049101567e-09	2.42021110187244e-10	-2.42021110187244e-10
1480.511026	31.364945	-43.854235	9.04813932468678e-10	2.02290080785544e-10	-2.02290080785544e-10
1533.258286	16.227265	-21.382315	1.9614086594149e-09	4.34959827058036e-10	-4.34959827058036e-10
1589.362974	32.834438	-39.877422	9.87866809635475e-10	2.27567037741431e-10	-2.27567037741431e-10
1652.425770	22.425022	-30.228358	1.53252978005506e-09	3.29246511772263e-10	-3.29246511772263e-10
1710.902796	26.630656	-36.052004	1.25467849774601e-09	2.68522011566805e-10	-2.68522011566805e-10
1767.930303	37.300368	-30.396852	9.9894376547193e-10	2.23334791042942e-10	-2.23334791042942e-10
1840.041056	40.408696	-34.810384	8.32793565915998e-10	1.87002562598043e-10	-1.87002562598043e-10
1912.578296	30.554116	-32.128544	1.03718307160515e-09	2.38927833930929e-10	-2.38927833930929e-10
1978.657048	39.694464	-35.524636	9.23667808919522e-10	2.10060155372405e-10	-2.10060155372405e-10
2094.109292	29.548960	-75.757780	7.39443850762238e-10	1.6397814713876e-10	-1.6397814713876e-10
2158.596039	30.252153	-34.937787	1.24035051271657e-09	2.72845744050103e-10	-2.72845744050103e-10
2211.111469	25.375503	-22.263277	1.59339612843358e-09	3.62369451024145e-10	-3.62369451024145e-10
2288.988223	37.761689	-52.501251	8.20301324631348e-10	1.88155204582229e-10	-1.88155204582229e-10
2386.265758	58.327534	-59.515846	7.50882005325877e-10	1.55997407196426e-10	-1.55997407196426e-10
29357.785676	75.437056	-140.191944	1.86482068542814e-11	4.71018025844546e-12	-4.71018025844546e-12
29524.035781	94.728091	-90.813049	2.02688540029539e-11	5.31047869869967e-12	-5.31047869869967e-12
