READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
2349.213835	74.271157	-95.347603	7.60667141612918e-12	1.99904250216125e-12	-1.99904250216125e-12
2504.585382	79.367030	-81.100390	5.987043016577e-12	1.56226544814145e-12	-1.56226544814145e-12
2662.324796	97.138836	-78.372384	5.4914199979249e-12	1.42790445026628e-12	-1.42790445026628e-12
2842.099908	87.860284	-82.636276	5.63284013873479e-12	1.46984406417257e-12	-1.46984406417257e-12
3148.727536	174.878076	-218.767344	2.39643072501588e-12	6.36568595231086e-13	-6.36568595231086e-13
8381.195595	707.074597	-330.947603	9.98067898123476e-13	2.59883236949715e-13	-2.59883236949715e-13
20390.852315	28993.624597	-6284.603463	1.0742947777127e-13	5.49901302561939e-14	-5.49901302561939e-14
