READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
113.001985	0.262614	-0.255114	7.50603830919846e-09	9.10240844713487e-10	-9.10240844713487e-10
113.561155	0.249653	-0.296556	4.85865771583761e-09	7.16369973263484e-10	-7.16369973263484e-10
114.074939	0.299855	-0.264130	6.95670463717826e-09	8.52758579909667e-10	-8.52758579909667e-10
114.681171	0.303848	-0.306378	6.4536247605253e-09	7.91090623940083e-10	-7.91090623940083e-10
115.242964	0.270448	-0.257945	5.34860283170288e-09	7.75603553236607e-10	-7.75603553236607e-10
115.786997	0.288628	-0.273586	6.99096536175995e-09	8.56958321256925e-10	-8.56958321256925e-10
116.311162	0.308878	-0.235537	7.25520153683255e-09	8.79822399086901e-10	-8.79822399086901e-10
116.945513	0.306115	-0.325473	6.17529117315065e-09	7.56972302659874e-10	-7.56972302659874e-10
117.535848	0.267300	-0.284221	7.09701643251372e-09	8.6063968043555e-10	-8.6063968043555e-10
118.033562	0.280053	-0.230414	5.30124174473279e-09	7.88999019502234e-10	-7.88999019502234e-10
118.590690	0.245981	-0.277074	5.10560243189658e-09	7.89971255072027e-10	-7.89971255072027e-10
119.068387	0.309135	-0.231716	5.76644366990816e-09	8.31099561332028e-10	-8.31099561332028e-10
119.628625	0.261286	-0.251104	8.54369195268376e-09	1.0139496974079e-09	-1.0139496974079e-09
120.236952	0.216946	-0.347040	4.72594521702441e-09	7.04502297706581e-10	-7.04502297706581e-10
120.736017	0.248061	-0.282120	4.82807354245459e-09	7.31551804590791e-10	-7.31551804590791e-10
121.385473	0.328050	-0.401395	3.60209155330573e-09	5.36968109092686e-10	-5.36968109092686e-10
122.004638	0.215956	-0.291115	5.24135360290427e-09	7.8133487017512e-10	-7.8133487017512e-10
122.530509	0.270071	-0.309915	4.57969473171872e-09	6.8270058330021e-10	-6.8270058330021e-10
123.105872	0.310278	-0.305291	4.24520159119306e-09	6.43234783560593e-10	-6.43234783560593e-10
123.809491	0.266716	-0.393342	3.99183499001868e-09	5.95067622967815e-10	-5.95067622967815e-10
124.354997	0.260288	-0.278789	5.08640794041211e-09	7.41928836703443e-10	-7.41928836703443e-10
124.942965	0.262992	-0.327680	4.42674044532933e-09	6.5989948415894e-10	-6.5989948415894e-10
125.511513	0.393637	-0.305556	3.76767958351416e-09	5.61652512442871e-10	-5.61652512442871e-10
126.250996	0.317759	-0.345846	3.92554910385298e-09	6.04657150171256e-10	-6.04657150171256e-10
126.929829	0.215353	-0.361075	4.6961980702155e-09	7.00067866580881e-10	-7.00067866580881e-10
127.568779	0.263154	-0.423597	3.99375559451738e-09	5.9830900057819e-10	-5.9830900057819e-10
128.133331	0.260808	-0.301398	4.84668037572708e-09	7.22500427022554e-10	-7.22500427022554e-10
128.766709	0.367549	-0.372570	3.69858458936059e-09	5.51352446452294e-10	-5.51352446452294e-10
129.475904	0.323752	-0.341645	4.23117107390782e-09	6.23852148823525e-10	-6.23852148823525e-10
130.258801	0.378810	-0.459145	3.2674248343685e-09	4.95081617213502e-10	-4.95081617213502e-10
131.031005	0.449910	-0.393395	3.29961148964166e-09	4.91877041078855e-10	-4.91877041078855e-10
131.971889	0.533808	-0.490973	2.6826791506993e-09	4.06480687210791e-10	-4.06480687210791e-10
132.917744	0.500640	-0.412048	3.05272244392985e-09	4.55072997506929e-10	-4.55072997506929e-10
133.949798	0.482695	-0.531414	2.80540743961414e-09	4.18205459670878e-10	-4.18205459670878e-10
134.852199	0.355996	-0.419706	3.76294671609423e-09	5.60946994114042e-10	-5.60946994114042e-10
135.878154	0.643041	-0.669959	2.28850238701235e-09	3.4114978270516e-10	-3.4114978270516e-10
