READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
121.066210	0.605877	-0.470479	3.0599181143327e-09	4.56145688841815e-10	-4.56145688841815e-10
122.153248	0.474235	-0.481160	3.63972579013125e-09	5.50744718334568e-10	-5.50744718334568e-10
123.081539	0.576062	-0.454056	3.61276253606501e-09	5.38558833736213e-10	-5.38558833736213e-10
124.075833	0.403726	-0.418233	4.64882211832677e-09	6.93005480178271e-10	-6.93005480178271e-10
124.930144	0.430077	-0.450585	4.04990255647698e-09	6.12810584097068e-10	-6.12810584097068e-10
125.837522	0.419372	-0.477301	3.70901514297368e-09	5.69746162678265e-10	-5.69746162678265e-10
126.674554	0.427428	-0.417660	4.04766370061957e-09	6.03390095917276e-10	-6.03390095917276e-10
127.610246	0.607253	-0.508264	3.08091074008665e-09	4.59275038307989e-10	-4.59275038307989e-10
128.688852	0.407539	-0.471353	3.90785520653007e-09	5.91316655953896e-10	-5.91316655953896e-10
129.587669	0.636672	-0.491278	3.11007933562885e-09	4.63623263603202e-10	-4.63623263603202e-10
131.037205	0.646011	-0.812863	2.34262582699793e-09	3.49218044476651e-10	-3.49218044476651e-10
132.304008	0.761595	-0.620793	2.40782987085795e-09	3.58938073637691e-10	-3.58938073637691e-10
133.609751	0.644307	-0.544148	2.85179908340253e-09	4.31519628212781e-10	-4.31519628212781e-10
135.022480	0.532090	-0.768422	2.75325323501402e-09	4.16608175274998e-10	-4.16608175274998e-10
136.272281	0.728732	-0.717711	2.50004770840331e-09	3.72685099463701e-10	-3.72685099463701e-10
137.858140	0.921979	-0.857127	1.99157925614459e-09	2.96887122891277e-10	-2.96887122891277e-10
139.631018	0.921116	-0.850900	1.97204745903913e-09	2.98400168101245e-10	-2.98400168101245e-10
141.280022	0.878650	-0.727888	2.24294538112242e-09	3.34358528943455e-10	-3.34358528943455e-10
143.517338	0.881264	-1.358665	1.59861504151759e-09	2.41894238137109e-10	-2.41894238137109e-10
145.382976	0.958419	-0.984375	1.80722636239206e-09	2.69405394443914e-10	-2.69405394443914e-10
147.178182	0.826703	-0.836787	2.07211095231806e-09	3.088920561079e-10	-3.088920561079e-10
148.909432	0.849658	-0.904548	2.02192714262749e-09	3.01411102728955e-10	-3.01411102728955e-10
150.998708	1.316997	-1.239618	1.41943518565147e-09	2.1159691847626e-10	-2.1159691847626e-10
153.205869	1.356861	-0.890164	1.54750568659248e-09	2.30688533478478e-10	-2.30688533478478e-10
155.731392	1.619231	-1.168662	1.18874293601824e-09	1.77207365675204e-10	-1.77207365675204e-10
158.909135	1.163532	-1.558511	1.20817427065644e-09	1.82814738350345e-10	-1.82814738350345e-10
161.498301	1.253719	-1.425635	1.24953785768388e-09	1.8627007128831e-10	-1.8627007128831e-10
164.546255	1.628798	-1.794235	9.8819441180579e-10	1.5179769600589e-10	-1.5179769600589e-10
167.441784	1.204471	-1.266731	1.44910249174748e-09	2.19270769721989e-10	-2.19270769721989e-10
170.469238	1.893596	-1.822983	9.41526580263805e-10	1.42467001562086e-10	-1.42467001562086e-10
173.567596	1.170371	-1.204762	1.35310572092566e-09	2.11033092420718e-10	-2.11033092420718e-10
176.650022	1.895271	-1.912055	8.37731288866071e-10	1.26761185248537e-10	-1.26761185248537e-10
180.065992	2.046443	-1.520699	8.77970532224248e-10	1.34866077118037e-10	-1.34866077118037e-10
183.793820	1.700723	-1.681385	9.33150579189438e-10	1.41199570684981e-10	-1.41199570684981e-10
187.031780	1.154569	-1.537238	1.17124909648745e-09	1.77227401697177e-10	-1.77227401697177e-10
189.416984	1.603512	-1.230634	1.1247873842501e-09	1.67673418208776e-10	-1.67673418208776e-10
