READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
213.394486	1.622852	-1.995903	2.0496449142586e-09	3.05543079143073e-10	-3.05543079143073e-10
216.636068	1.834548	-1.618729	1.38179996933321e-09	2.522810800939e-10	-2.522810800939e-10
219.851795	1.910163	-1.381179	1.37767215709394e-09	2.57764986601155e-10	-2.57764986601155e-10
223.482723	2.298282	-1.720765	1.66571123172438e-09	2.48309586721987e-10	-2.48309586721987e-10
227.635757	2.682023	-1.854751	1.33133770031558e-09	2.01724886676628e-10	-2.01724886676628e-10
232.073175	2.107064	-1.755395	1.34572947513782e-09	2.03905502483526e-10	-2.03905502483526e-10
236.083384	2.311596	-1.903146	8.10803707838122e-10	1.48031810747241e-10	-1.48031810747241e-10
240.336886	2.367120	-1.941906	7.85524896184523e-10	1.46973112341023e-10	-1.46973112341023e-10
245.429150	2.106966	-2.725143	7.34385340338977e-10	1.37404868060926e-10	-1.37404868060926e-10
250.275023	2.996971	-2.738907	6.54806532318623e-10	1.22515464695892e-10	-1.22515464695892e-10
255.328204	2.009089	-2.056211	9.55424945910745e-10	1.78761743600275e-10	-1.78761743600275e-10
259.481054	2.142151	-2.143760	8.97520637702868e-10	1.76530139823487e-10	-1.76530139823487e-10
263.819606	2.660573	-2.196401	8.5168955296502e-10	1.55496555096872e-10	-1.55496555096872e-10
268.835101	2.418472	-2.354922	8.56162733001694e-10	1.56313201466209e-10	-1.56313201466209e-10
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
284.739854	5.809197	-9.234631	6.01027026625201e-10	1.31154866384931e-10	-1.31154866384931e-10
300.309621	7.790590	-9.760570	4.90535962282804e-10	1.05099887309784e-10	-1.05099887309784e-10
314.100869	6.535943	-6.000657	5.73517077122163e-10	1.28242354887953e-10	-1.28242354887953e-10
329.481647	8.706325	-8.844835	4.36029237069226e-10	9.29617684532525e-11	-9.29617684532525e-11
359.462112	23.857440	-21.274140	1.9043771723623e-10	4.19897757497262e-11	-4.19897757497262e-11
403.003522	25.447610	-19.683970	2.23662332870945e-10	5.16891578338687e-11	-5.16891578338687e-11
455.507115	38.134077	-27.055983	1.74259867018956e-10	3.9392123745573e-11	-3.9392123745573e-11
569.905788	79.188523	-76.264597	5.89797100606571e-11	1.3479974692515e-11	-1.3479974692515e-11
704.155899	52.752652	-55.061588	3.53676841227444e-11	7.95319744308925e-12	-7.95319744308925e-12
810.652307	51.563124	-53.743756	2.22323620979216e-11	5.05664955090238e-12	-5.05664955090238e-12
947.656273	72.519439	-85.440841	1.48315230672639e-11	3.41245750269388e-12	-3.41245750269388e-12
1128.050056	125.303676	-107.874344	1.06168373950877e-11	2.4110828959031e-12	-2.4110828959031e-12
4708.785523	142.638249	-150.717171	7.69023556064659e-12	2.00442868288488e-12	-2.00442868288488e-12
5006.049429	108.642122	-154.625658	8.79725829166487e-12	2.27140648382664e-12	-2.27140648382664e-12
5272.531680	95.398272	-157.840128	9.84706906597772e-12	2.59100943488212e-12	-2.59100943488212e-12
5523.680628	167.692184	-155.750676	8.42167204285598e-12	2.2019472506739e-12	-2.2019472506739e-12
5882.802837	139.534355	-191.430025	9.14562821178024e-12	2.40655616938564e-12	-2.40655616938564e-12
6225.695413	142.649658	-203.358222	9.67517712553237e-12	2.5459506876802e-12	-2.5459506876802e-12
6670.004427	367.783625	-301.659355	7.89564475138363e-12	1.65798238261767e-12	-1.65798238261767e-12
10792.144363	302.441828	-512.432432	5.5375916429561e-12	1.46341358508144e-12	-1.46341358508144e-12
11459.460710	206.790701	-364.874519	7.79839541037453e-12	2.05716688827186e-12	-2.05716688827186e-12
14870.426291	7704.316513	-3204.174879	3.79419605517157e-12	7.9653093606714e-13	-7.9653093606714e-13
204290.464037	27425.050855	-14139.714545	4.79995028559725e-13	1.14553608057383e-13	-1.14553608057383e-13
244266.936481	5626.391631	-7421.575829	7.86119115214962e-13	1.84827480240996e-13	-1.84827480240996e-13
263501.536518	9551.921374	-9316.312266	4.76699944596842e-13	1.21669695821439e-13	-1.21669695821439e-13
286087.241766	4307.563665	-8351.368755	6.29293563751325e-13	1.64691501508387e-13	-1.64691501508387e-13
309936.111052	26720.837019	-15250.960001	3.78805619154027e-13	9.36614226394149e-14	-9.36614226394149e-14
403545.213389	65457.284702	-62600.928438	2.27913663703987e-13	5.35748379835146e-14	-5.35748379835146e-14
769566.457644	416033.592168	-196834.496213	7.97949939848582e-14	2.39511040396889e-14	-2.39511040396889e-14
