READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
970.365467	96.841345	-39.377864	1.55735147577159e-11	3.4349572536487e-12	-3.4349572536487e-12
1124.548545	47.965086	-57.341734	1.2852730848556e-11	2.88469754893698e-12	-2.88469754893698e-12
1230.499522	52.335530	-57.985890	1.246750415207e-11	2.80873310171393e-12	-2.80873310171393e-12
1357.702529	68.048862	-74.867478	9.79905578047595e-12	2.21589579727168e-12	-2.21589579727168e-12
1471.186160	44.828211	-45.434769	1.59061788224649e-11	3.57004149104685e-12	-3.57004149104685e-12
1591.241937	62.674154	-75.227566	1.03455157271403e-11	2.35722734503069e-12	-2.35722734503069e-12
1808.948470	173.422842	-155.032378	7.68261931161142e-12	1.30437494483266e-12	-1.30437494483266e-12
7395.360943	369.216929	-463.207771	2.69568684017888e-12	5.48967307844913e-13	-5.48967307844913e-13
15576.698805	3749.439347	-4534.340733	1.11159288603721e-12	2.18230307781527e-13	-2.18230307781527e-13
26576.277230	3094.131281	-3975.034639	6.11223961125124e-13	1.44498121821116e-13	-1.44498121821116e-13
34938.664176	921.624176	-785.847124	6.19116987438373e-13	1.68320899098695e-13	-1.68320899098695e-13
44000.257320	4233.824351	-4063.504609	3.54492212071559e-13	7.87689946608424e-14	-7.87689946608424e-14
52558.412078	1445.732253	-1059.060447	5.84726150749508e-13	1.42120939418283e-13	-1.42120939418283e-13
64632.903509	6725.193523	-7358.850777	2.61381592859507e-13	6.92172149490221e-14	-6.92172149490221e-14
100035.060856	34134.191136	-25371.221384	1.84224370180181e-13	4.91558454881407e-14	-4.91558454881407e-14
183626.808502	118960.804909	-45412.263251	4.63677354311432e-14	1.39661853708263e-14	-1.39661853708263e-14
425979.708797	148272.752475	-119288.058674	2.31140367887175e-14	1.49438183467841e-14	-1.49438183467841e-14
