READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wtslew mode data
56.534930613155	0.185397436607673	-0.216665609100026	2.37909441268198e-08	5.56453259426204e-09	-5.56453259426204e-09
56.9610121672961	0.180961881421368	-0.240684117533434	2.31886919168589e-08	5.42367008647632e-09	-5.42367008647632e-09
57.5311296324502	0.512812358981975	-0.389155583732723	1.25427303557519e-08	2.93365540743468e-09	-2.93365540743468e-09
58.3138651662162	0.290534829690579	-0.269923174784026	2.38705081314507e-08	5.58314204896626e-09	-5.58314204896626e-09
58.9220461357968	0.308596855372194	-0.317646139890002	2.06033031328746e-08	4.81896604107855e-09	-4.81896604107855e-09
59.5577702113083	0.332952795519986	-0.327127220139317	1.88734448567264e-08	4.41436449564306e-09	-4.41436449564306e-09
60.2002743268651	0.274003722706858	-0.309551320036839	2.13349475106838e-08	4.99009245649215e-09	-4.99009245649215e-09
60.9354201487013	0.350007855666526	-0.461142099129276	1.49648765907839e-08	3.5001781818592e-09	-3.5001781818592e-09
61.7522426712943	0.497521370709329	-0.466814666926474	1.19675072282831e-08	2.79911480977236e-09	-2.79911480977236e-09
62.6685949938122	0.364030042530416	-0.41883095180858	1.41325069744702e-08	3.3054928496689e-09	-3.3054928496689e-09
63.443165940452	0.366956089432286	-0.410540904109418	1.38431191219754e-08	3.23780708953232e-09	-3.23780708953232e-09
64.3628702378621	0.503152766192855	-0.552748207977835	1.13342928574482e-08	2.60903045603494e-09	-2.60903045603494e-09
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
75.174267	0.312067	-0.257245	6.01576964913454e-09	8.59395645548172e-10	-8.59395645548172e-10
75.846534	0.387022	-0.360201	4.21531104610794e-09	6.28381500318575e-10	-6.28381500318575e-10
76.577816	0.335338	-0.344261	4.69818295990696e-09	7.00363790816028e-10	-7.00363790816028e-10
77.304051	0.249591	-0.390897	5.05271260430505e-09	7.53213891732888e-10	-7.53213891732888e-10
77.912723	0.341898	-0.359081	4.6684266024772e-09	6.95927967422262e-10	-6.95927967422262e-10
78.544673	0.227675	-0.290052	6.33342199977953e-09	9.44130830092554e-10	-9.44130830092554e-10
79.050337	0.362499	-0.277989	5.03931225174669e-09	7.62015413226887e-10	-7.62015413226887e-10
79.854762	0.360465	-0.441925	3.99473317890833e-09	6.04060265606303e-10	-6.04060265606303e-10
80.680038	0.503002	-0.464811	3.32644168282063e-09	4.95876657108433e-10	-4.95876657108433e-10
81.602439	0.397222	-0.419400	3.86759495480075e-09	5.84835159208954e-10	-5.84835159208954e-10
82.379976	0.409613	-0.380315	4.05450521756206e-09	6.04409926154928e-10	-6.04409926154928e-10
83.097616	0.419606	-0.308027	4.41715835815131e-09	6.58471066398847e-10	-6.58471066398847e-10
83.884687	0.401120	-0.367465	4.15034245389265e-09	6.27590603016684e-10	-6.27590603016684e-10
84.720606	0.577528	-0.434799	3.16374891912531e-09	4.7840361892997e-10	-4.7840361892997e-10
85.922578	0.605076	-0.624444	2.632965508323e-09	3.92499346503536e-10	-3.92499346503536e-10
87.021090	0.652302	-0.493437	2.82294754209738e-09	4.20820180557753e-10	-4.20820180557753e-10
88.176800	0.601435	-0.503407	2.95645488137972e-09	4.42034093493512e-10	-4.42034093493512e-10
89.318309	0.459800	-0.540075	3.22827459464504e-09	4.81242726474909e-10	-4.81242726474909e-10
90.277538	0.379446	-0.499429	3.62231275265422e-09	5.47744975824088e-10	-5.47744975824088e-10
91.330071	0.479769	-0.673088	2.75435497456063e-09	4.16497503924668e-10	-4.16497503924668e-10
92.357413	0.576837	-0.547573	2.8492126889625e-09	4.24735568660979e-10	-4.24735568660979e-10
93.574892	0.478419	-0.640642	2.78976686482883e-09	4.27965755750713e-10	-4.27965755750713e-10
94.570379	0.634010	-0.517067	2.76948859422452e-09	4.1285100630343e-10	-4.1285100630343e-10
95.833414	0.847648	-0.629025	2.12915835198997e-09	3.21958898167884e-10	-3.21958898167884e-10
97.517433	0.905388	-0.836371	1.81986805018092e-09	2.71289928773178e-10	-2.71289928773178e-10
99.111267	0.738399	-0.688446	2.19505968249619e-09	3.31924152188667e-10	-3.31924152188667e-10
100.821249	0.814647	-0.971583	1.82327601668316e-09	2.68827394537795e-10	-2.68827394537795e-10
102.785934	1.136130	-1.150037	1.40264292040689e-09	2.09093634402107e-10	-2.09093634402107e-10
105.029505	1.143141	-1.107441	1.38623643099023e-09	2.15763619791777e-10	-2.15763619791777e-10
107.299099	0.631317	-1.126454	1.8329778734802e-09	2.77172235185558e-10	-2.77172235185558e-10
108.719546	0.877896	-0.789130	1.92263871931406e-09	2.94943423223764e-10	-2.94943423223764e-10
110.541771	0.872163	-0.944329	1.75793299038523e-09	2.73617142094862e-10	-2.73617142094862e-10
112.539689	0.948681	-1.125754	1.60736680083767e-09	2.39612088071758e-10	-2.39612088071758e-10
