READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wtslew mode data
105.208234385472	2.65144163477628	-2.23572936924772	8.32300303102556e-10	2.19278774698091e-10	-2.19278774698091e-10
109.513634901274	1.52805211044503	-1.65395888102597	9.12420748018355e-10	2.45266545722377e-10	-2.45266545722377e-10
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
123.539567	3.582059	-2.933055	4.41032377263826e-10	8.28152307478702e-11	-8.28152307478702e-11
130.214520	3.180272	-3.092894	4.60645889515363e-10	8.64981629416385e-11	-8.64981629416385e-11
137.702442	3.484899	-4.307650	3.63589020862608e-10	6.82732197021959e-11	-6.82732197021959e-11
144.465733	3.592552	-3.278392	4.06297224510971e-10	7.62928104123512e-11	-7.62928104123512e-11
152.220991	3.564024	-4.162707	3.16310185815148e-10	7.09247539197376e-11	-7.09247539197376e-11
159.057709	3.989688	-3.272694	3.90129959056925e-10	7.32570140998322e-11	-7.32570140998322e-11
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
183.334177	11.316055	-16.264353	2.3507944193905e-10	5.21536921143567e-11	-5.21536921143567e-11
208.296388	13.934303	-13.646157	2.27789829594366e-10	5.18275700449513e-11	-5.18275700449513e-11
245.768074	21.594238	-23.537382	1.36645851306087e-10	3.09098278070397e-11	-3.09098278070397e-11
289.590052	25.411220	-22.227740	1.33581571738403e-10	2.93102116159639e-11	-2.93102116159639e-11
337.236858	17.881413	-22.235587	1.50595951088886e-10	3.38687234324853e-11	-3.38687234324853e-11
382.056060	23.208511	-26.937789	1.20009494274562e-10	2.71465504717641e-11	-2.71465504717641e-11
435.781661	27.151131	-30.517089	1.05801302577786e-10	2.36579167934929e-11	-2.36579167934929e-11
482.455121	23.101990	-19.522330	1.43720737538301e-10	3.21369287388847e-11	-3.21369287388847e-11
539.216306	24.009005	-33.659195	1.0503105401257e-10	2.37584297905241e-11	-2.37584297905241e-11
582.367453	20.974899	-19.142141	1.53062025229604e-10	3.43386945977519e-11	-3.43386945977519e-11
615.701878	15.220934	-12.359526	2.10051685322821e-10	4.77916866757607e-11	-4.77916866757607e-11
644.220402	11.775530	-13.297590	2.57189844564931e-10	5.54114077530983e-11	-5.54114077530983e-11
4098.586540	123.317372	-122.400068	7.65152402499754e-12	1.98956646950325e-12	-1.98956646950325e-12
4299.130769	83.241583	-77.226857	1.18623585646842e-11	3.06285529782306e-12	-3.06285529782306e-12
4514.949938	188.359073	-132.577587	5.92465120824718e-12	1.5405401797035e-12	-1.5405401797035e-12
4836.470952	130.106180	-133.161940	7.32934161366389e-12	1.89245795993657e-12	-1.89245795993657e-12
5178.608026	214.212406	-212.030894	4.42326069900384e-12	1.1709040025903e-12	-1.1709040025903e-12
5624.468039	234.700733	-231.647607	4.89335120241865e-12	1.174014574199e-12	-1.174014574199e-12
11010.140022	1172.440930	-983.837070	1.40936161216582e-12	3.08118117092969e-13	-3.08118117092969e-13
18647.846097	4549.740775	-2748.985665	9.25133099572868e-13	2.40112721087838e-13	-2.40112721087838e-13
28190.340649	1297.643203	-1162.018097	1.01169017327314e-12	2.5729152433387e-13	-2.5729152433387e-13
37283.375076	3735.926827	-4478.510024	6.96779792396664e-13	1.6766719371919e-13	-1.6766719371919e-13
45857.008085	941.958887	-1610.472513	1.06221662961145e-12	2.68485820758017e-13	-2.68485820758017e-13
65740.109232	20610.828400	-15523.239121	4.2059801418929e-13	8.72425717443044e-14	-8.72425717443044e-14
171396.013798	41923.156354	-63646.720226	5.25523055913032e-13	9.06637538177597e-14	-9.06637538177597e-14
389700.054500	152858.051772	-125584.176148	9.84680552297013e-14	3.01756943445859e-14	-3.01756943445859e-14
