READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
81.502377	0.301194	-0.346410	8.26766857679835e-09	1.00260211022048e-09	-1.00260211022048e-09
82.103073	0.259146	-0.299502	6.72807409275143e-09	9.81390499270825e-10	-9.81390499270825e-10
82.661315	0.275563	-0.299096	6.35308145687329e-09	9.47061462554039e-10	-9.47061462554039e-10
83.238760	0.399098	-0.301881	7.57446204584474e-09	9.48814441625142e-10	-9.48814441625142e-10
83.958302	0.298696	-0.320444	6.04480527277086e-09	9.01106365319024e-10	-9.01106365319024e-10
84.564781	0.384286	-0.307783	7.47663851089801e-09	9.43995078010356e-10	-9.43995078010356e-10
85.211961	0.327770	-0.262893	9.1823354250763e-09	1.11352173333492e-09	-1.11352173333492e-09
85.871483	0.301619	-0.331752	8.59515277299925e-09	1.04231536587369e-09	-1.04231536587369e-09
86.476243	0.333789	-0.303141	5.89802546245206e-09	8.81842778893354e-10	-8.81842778893354e-10
87.130824	0.360616	-0.320792	8.32996765553724e-09	1.03930716313286e-09	-1.03930716313286e-09
87.821171	0.296524	-0.329730	8.5515308471393e-09	1.03702540729441e-09	-1.03702540729441e-09
88.390061	0.245227	-0.272366	6.07720220223021e-09	9.32276565684905e-10	-9.32276565684905e-10
88.946082	0.230062	-0.310794	5.4964535801344e-09	8.19362914196468e-10	-8.19362914196468e-10
89.491794	0.285696	-0.315650	5.02944138822975e-09	7.4974485389587e-10	-7.4974485389587e-10
90.153522	0.317817	-0.376031	4.39998764711789e-09	6.65340461302631e-10	-6.65340461302631e-10
90.760608	0.272932	-0.289269	8.7014079978033e-09	1.05520069808873e-09	-1.05520069808873e-09
91.346434	0.300906	-0.312895	8.47288277404485e-09	1.05713834130156e-09	-1.05713834130156e-09
91.929662	0.281672	-0.282322	1.00965436481705e-08	1.24776585589542e-09	-1.24776585589542e-09
92.515618	0.302388	-0.304284	8.92305631651667e-09	1.10274215204159e-09	-1.10274215204159e-09
93.063104	0.272629	-0.245098	6.61710778140813e-09	9.75639282153817e-10	-9.75639282153817e-10
93.680750	0.242097	-0.345017	5.36270822975892e-09	7.99425327306506e-10	-7.99425327306506e-10
94.202005	0.265257	-0.279157	6.74733824620121e-09	9.66549517358957e-10	-9.66549517358957e-10
94.796773	0.399931	-0.329511	7.34414043668977e-09	8.99048502823707e-10	-8.99048502823707e-10
95.471936	0.338557	-0.275232	8.62917106690598e-09	1.04644068396566e-09	-1.04644068396566e-09
96.161282	0.312823	-0.350789	4.77881239918448e-09	7.22624106321151e-10	-7.22624106321151e-10
96.763219	0.303352	-0.289114	5.04846539924795e-09	7.52580799464141e-10	-7.52580799464141e-10
97.318395	0.383327	-0.251823	4.82548195738884e-09	7.29681211326567e-10	-7.29681211326567e-10
98.069334	0.328029	-0.367612	4.62261899342399e-09	6.99005467631728e-10	-6.99005467631728e-10
98.753127	0.268711	-0.355764	5.32955158934628e-09	7.94482612750322e-10	-7.94482612750322e-10
99.311790	0.270476	-0.289951	6.45935795865039e-09	9.06878442747272e-10	-9.06878442747272e-10
99.946708	0.311631	-0.364442	4.41869895680053e-09	6.5870074127769e-10	-6.5870074127769e-10
100.574626	0.341979	-0.316287	4.45826686231435e-09	6.64599198453691e-10	-6.64599198453691e-10
101.256193	0.261750	-0.339588	5.02295848748294e-09	7.59542482452387e-10	-7.59542482452387e-10
101.767619	0.291180	-0.249676	5.7547917950208e-09	8.70206044869075e-10	-8.70206044869075e-10
102.291851	0.284676	-0.233052	6.08935533838001e-09	8.97826459149365e-10	-8.97826459149365e-10
102.873074	0.340382	-0.296547	4.57170832673476e-09	7.01325418630911e-10	-7.01325418630911e-10
