READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wtslew mode data
59.9630749183408	0.532602092775171	-0.541966927702134	3.56814131378553e-09	8.86588921406654e-10	-8.86588921406654e-10
60.949470375376	0.373502654340527	-0.453793364259973	2.64981816374394e-09	6.60980780398688e-10	-6.60980780398688e-10
61.705413864668	0.38262411980616	-0.382440834951545	2.89212738713168e-09	7.21423320103498e-10	-7.21423320103498e-10
62.5949204792228	0.489420527159169	-0.506882494748631	2.23144145547632e-09	5.56619293669105e-10	-5.56619293669105e-10
63.5322445282797	0.429223469851081	-0.447903521897715	2.54203828117731e-09	6.34095754148613e-10	-6.34095754148613e-10
64.5773044949967	0.642004494154264	-0.615836496865938	1.80403421651383e-09	4.50005196814127e-10	-4.50005196814127e-10
66.4995562752331	1.37333270706289	-1.28024728608212	1.28987963825096e-09	3.05592692091071e-10	-3.05592692091071e-10
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
77.603883	2.051026	-2.411036	5.76999652758186e-10	8.86935288095821e-11	-8.86935288095821e-11
82.103924	2.308351	-2.449015	5.22832581319909e-10	8.42349793719637e-11	-8.42349793719637e-11
86.434168	2.064748	-2.021892	6.10603030220894e-10	9.83759403692168e-11	-9.83759403692168e-11
90.974439	1.869089	-2.475524	6.13002159746355e-10	9.13809717343594e-11	-9.13809717343594e-11
95.151006	2.298678	-2.307478	5.59019350616725e-10	8.72747961183002e-11	-8.72747961183002e-11
99.492283	1.892805	-2.042599	4.53643693772377e-10	8.28236270972688e-11	-8.28236270972688e-11
103.226423	2.277323	-1.841336	4.1000604713143e-10	8.02649685864058e-11	-8.02649685864058e-11
108.451699	2.142108	-2.947953	3.50588223891189e-10	6.40083547476749e-11	-6.40083547476749e-11
112.464100	2.456539	-1.870293	3.90124398156949e-10	7.63728374270654e-11	-7.63728374270654e-11
117.894056	2.598780	-2.973417	3.0285545575668e-10	5.92886038237206e-11	-5.92886038237206e-11
124.067108	3.433683	-3.574272	2.45324555709808e-10	4.69082123952967e-11	-4.69082123952967e-11
132.072483	2.895290	-4.571692	2.21585758769286e-10	4.44266130430562e-11	-4.44266130430562e-11
138.176764	5.176405	-3.208990	1.93470708118718e-10	3.97398817295064e-11	-3.97398817295064e-11
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
193.445271	46.886021	-48.391848	5.47677937778567e-11	1.17860305468507e-11	-1.17860305468507e-11
290.701741	47.414750	-50.370449	1.74594344301446e-11	3.94806338521034e-12	-3.94806338521034e-12
393.675226	54.763086	-55.558734	1.65716432068289e-11	3.71380990598983e-12	-3.71380990598983e-12
577.160970	187.199122	-128.722658	5.5459711066105e-12	1.32693252825852e-12	-1.32693252825852e-12
899.717416	230.710855	-135.357325	4.35295906121474e-12	1.14085936950289e-12	-1.14085936950289e-12
1306.489575	154.904377	-176.061303	4.70080665621404e-12	1.25087383916844e-12	-1.25087383916844e-12
1874.693034	401.577518	-413.299082	2.43488460231867e-12	5.63613918244772e-13	-5.63613918244772e-13
6344.463686	657.511525	-794.215175	1.66596983535338e-12	3.15753416985832e-13	-3.15753416985832e-13
11676.045858	385.283914	-291.690646	1.35023173485629e-12	3.50907145235041e-13	-3.50907145235041e-13
12559.375950	321.837362	-498.046178	1.39542666206206e-12	3.23414533572883e-13	-3.23414533572883e-13
17571.939792	649.315160	-396.228941	1.0828661770345e-12	2.36923800233387e-13	-2.36923800233387e-13
28885.900437	2115.652875	-5200.825685	4.74680068797422e-13	1.04723525848304e-13	-1.04723525848304e-13
41598.805219	28576.350092	-7162.201088	2.02455971633166e-13	4.00917040372935e-14	-4.00917040372935e-14
