READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wtslew mode data
128.18745379458	0.571460216047996	-0.652614777292001	1.98553492074411e-09	4.95279426859988e-10	-4.95279426859988e-10
129.456766104711	0.730786900610838	-0.697852094083146	2.00700795899784e-09	5.00635743673224e-10	-5.00635743673224e-10
131.407537529632	0.938059456288386	-1.21998452430964	1.74063769070646e-09	4.34191324875263e-10	-4.34191324875263e-10
133.558363434018	0.972029587192367	-1.21276644809763	1.48300430324108e-09	3.69926267055969e-10	-3.69926267055969e-10
135.322683381372	0.710178626246318	-0.792290360161701	2.48495414461635e-09	5.91537405732952e-10	-5.91537405732952e-10
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
144.573615	0.931368	-0.982993	1.36814122470815e-09	2.09880443692201e-10	-2.09880443692201e-10
146.207460	0.888050	-0.702476	1.68752531281121e-09	2.51561445010493e-10	-2.51561445010493e-10
147.962438	0.846376	-0.866929	1.54044558044273e-09	2.36312921140551e-10	-2.36312921140551e-10
149.484028	0.609319	-0.675213	2.11343920010761e-09	3.15052935604812e-10	-3.15052935604812e-10
150.752038	0.764589	-0.658691	1.90995675078005e-09	2.88812524845076e-10	-2.88812524845076e-10
152.478282	0.812145	-0.961655	1.55490448293829e-09	2.38530958813713e-10	-2.38530958813713e-10
154.033915	1.056979	-0.743488	1.58628063215663e-09	2.39868105131477e-10	-2.39868105131477e-10
155.621796	0.554364	-0.530902	2.68487393734398e-09	4.0023737194177e-10	-4.0023737194177e-10
157.152104	1.045151	-0.975944	1.41971675584372e-09	2.11638858432054e-10	-2.11638858432054e-10
159.312838	0.949967	-1.115582	1.34435137623948e-09	2.03284965893485e-10	-2.03284965893485e-10
161.140626	0.796344	-0.877821	1.65611318726925e-09	2.46878768135157e-10	-2.46878768135157e-10
162.654020	0.878832	-0.717050	1.70753362266906e-09	2.58203242913544e-10	-2.58203242913544e-10
164.709751	1.000754	-1.176900	1.25556956284458e-09	1.87169252101123e-10	-1.87169252101123e-10
166.662230	0.770450	-0.951725	1.62275903951258e-09	2.41906644221611e-10	-2.41906644221611e-10
168.559270	1.099093	-1.126589	1.35144303951543e-09	1.99259423477081e-10	-1.99259423477081e-10
170.659345	0.771034	-1.000982	1.7568441990293e-09	2.61894842591938e-10	-2.61894842591938e-10
172.337833	1.110079	-0.907455	1.44417365433567e-09	2.21544235153936e-10	-2.21544235153936e-10
174.350841	0.977600	-0.902928	1.4736749751529e-09	2.22840530429085e-10	-2.22840530429085e-10
176.106330	1.154234	-0.777889	1.38527396460643e-09	2.09473033947355e-10	-2.09473033947355e-10
178.509571	1.111893	-1.249007	1.13804032175656e-09	1.72087824888395e-10	-1.72087824888395e-10
180.826777	1.502503	-1.205313	1.00735194846391e-09	1.50167141853851e-10	-1.50167141853851e-10
183.609598	1.075240	-1.280318	1.16022875004143e-09	1.72956678817261e-10	-1.72956678817261e-10
186.810174	1.479168	-2.125336	1.04071938346578e-09	1.5737151858166e-10	-1.5737151858166e-10
190.083814	1.359906	-1.794472	8.52719350163017e-10	1.2894323660809e-10	-1.2894323660809e-10
193.426620	1.865346	-1.982900	6.98172974795337e-10	1.04077474963359e-10	-1.04077474963359e-10
196.752343	1.418256	-1.460377	9.29393090636708e-10	1.38545739255021e-10	-1.38545739255021e-10
199.947143	1.687393	-1.776544	7.7284338780031e-10	1.18558487963631e-10	-1.18558487963631e-10
203.481542	1.511978	-1.847006	8.17397685734909e-10	1.25393333017237e-10	-1.25393333017237e-10
206.480632	1.236701	-1.487112	1.02072076934751e-09	1.56584252805882e-10	-1.56584252805882e-10
209.460761	1.243737	-1.743428	9.61551839494967e-10	1.43339660279661e-10	-1.43339660279661e-10
212.529579	1.823896	-1.825080	5.03269551643004e-10	9.8070078761803e-11	-9.8070078761803e-11
216.138918	2.135732	-1.785443	5.84381471549068e-10	9.87785055229432e-11	-9.87785055229432e-11
220.305876	1.724495	-2.031226	7.79666265777597e-10	1.19605146329977e-10	-1.19605146329977e-10
224.269713	1.987849	-2.239342	6.82178687833397e-10	1.07743666387561e-10	-1.07743666387561e-10
228.125662	1.517579	-1.868100	5.79155900545686e-10	1.05738902970865e-10	-1.05738902970865e-10
231.094708	1.971557	-1.451468	5.70370247326222e-10	1.04590072530305e-10	-1.04590072530305e-10
234.810762	2.858084	-1.744497	5.1674156113863e-10	8.55305634146193e-11	-8.55305634146193e-11
239.833166	1.787096	-2.164321	4.45407872980679e-10	8.679478419042e-11	-8.679478419042e-11
244.053990	2.359225	-2.433727	3.82876427359258e-10	6.99033719394481e-11	-6.99033719394481e-11
248.877658	2.853340	-2.464443	3.35410705234171e-10	6.25652198560542e-11	-6.25652198560542e-11
254.304792	2.503812	-2.573795	3.46929250379516e-10	6.63631660633286e-11	-6.63631660633286e-11
