READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
132.306628	15.380644	-19.721705	9.14285027099838e-11	1.95594588967546e-11	-1.95594588967546e-11
173.725158	26.615634	-26.037886	5.90953913349291e-11	1.29420371063379e-11	-1.29420371063379e-11
228.757487	29.251505	-28.416695	5.48433681712839e-11	1.20108244373512e-11	-1.20108244373512e-11
290.450094	37.763618	-32.441102	3.99030967700351e-11	8.99018844463941e-12	-8.99018844463941e-12
352.795904	28.071328	-24.582192	2.79776975370624e-11	6.10526063333378e-12	-6.10526063333378e-12
435.604215	40.540797	-54.736983	1.39787406786899e-11	3.18696631942726e-12	-3.18696631942726e-12
556.558536	52.473876	-80.413524	9.84570812563977e-12	2.22725911089542e-12	-2.22725911089542e-12
679.479421	95.035350	-70.447010	5.88659034951101e-12	1.54365422084483e-12	-1.54365422084483e-12
866.864336	65.610795	-92.349565	8.18833743300539e-12	1.85953460436903e-12	-1.85953460436903e-12
1052.552539	100.565613	-120.077407	4.4027032585945e-12	1.14854915136939e-12	-1.14854915136939e-12
1284.291696	159.674056	-131.173544	3.32837845428185e-12	8.68298069379846e-13	-8.68298069379846e-13
1825.969172	475.489579	-382.003421	1.54297963426134e-12	3.50349429602697e-13	-3.50349429602697e-13
6730.997209	1346.125043	-1218.842857	6.54094682910044e-13	1.2733465497813e-13	-1.2733465497813e-13
12461.737018	4733.604173	-1230.481707	3.11927402005222e-13	8.46137380805955e-14	-8.46137380805955e-14
18462.490631	1152.395060	-1267.149440	3.6753985645969e-13	1.00679406860372e-13	-1.00679406860372e-13
