READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
113.606949	21.196763	-16.412985	5.0833813451451e-11	1.11812347476501e-11	-1.11812347476501e-11
166.002325	28.976967	-31.198613	2.97107614228614e-11	6.72728063898107e-12	-6.72728063898107e-12
237.227200	43.000752	-42.247908	2.04777665316184e-11	4.57896817779844e-12	-4.57896817779844e-12
315.853127	44.608885	-35.625175	1.17674854265686e-11	2.64248322693694e-12	-2.64248322693694e-12
427.798971	73.072660	-67.336960	6.57845614365229e-12	1.50933313213208e-12	-1.50933313213208e-12
561.725197	62.004795	-60.853565	7.54190639310652e-12	1.72292326691565e-12	-1.72292326691565e-12
668.667675	42.818256	-44.937684	1.06367674434105e-11	2.40909648399035e-12	-2.40909648399035e-12
774.573475	32.190417	-63.087544	9.83558946048165e-12	2.21809552241641e-12	-2.21809552241641e-12
864.151795	37.889997	-57.387903	9.91179446797922e-12	2.21634069753627e-12	-2.21634069753627e-12
959.101588	40.725504	-57.059796	1.05756006100209e-11	2.30776942360836e-12	-2.30776942360836e-12
1040.037456	37.516396	-40.210364	1.33999948577718e-11	2.99634981381429e-12	-2.99634981381429e-12
1128.425678	41.898834	-50.871826	1.12922116885182e-11	2.52500110169229e-12	-2.52500110169229e-12
1231.216453	64.473819	-60.891941	7.84382021424404e-12	1.77649970731659e-12	-1.77649970731659e-12
1356.720819	64.335273	-61.030547	7.53444936581311e-12	1.69191762489435e-12	-1.69191762489435e-12
1468.602281	42.717211	-47.546189	1.09889200604094e-11	2.40768723272189e-12	-2.40768723272189e-12
1575.905672	60.779719	-64.586181	7.78966844176827e-12	1.73484419114951e-12	-1.73484419114951e-12
1746.924233	186.114911	-110.238841	8.02680359394836e-12	1.35500017222782e-12	-1.35500017222782e-12
5272.146311	66.700621	-96.275179	4.60176169474771e-12	1.21087998702815e-12	-1.21087998702815e-12
5542.684104	112.085008	-203.837172	2.39290725973456e-12	6.29656303288559e-13	-6.29656303288559e-13
5788.389852	139.676760	-133.620740	2.74973263289085e-12	7.25860128231656e-13	-7.25860128231656e-13
6104.346011	114.569120	-176.279400	2.63777379947304e-12	6.94076892064394e-13	-6.94076892064394e-13
6322.149246	114.902206	-103.234114	4.55427498344725e-12	1.05260153955538e-12	-1.05260153955538e-12
6559.497412	120.763519	-122.445961	3.23656037765581e-12	8.48939204959165e-13	-8.48939204959165e-13
6819.302394	104.168157	-139.041463	3.28617260353498e-12	8.59252788396748e-13	-8.59252788396748e-13
7087.831811	164.097181	-164.361259	2.38818524730172e-12	6.40653524389823e-13	-6.40653524389823e-13
7472.542548	222.657036	-220.613556	3.24215475668315e-12	6.60081660201804e-13	-6.60081660201804e-13
11449.044114	284.711258	-434.888582	1.7677944047339e-12	4.68024799319818e-13	-4.68024799319818e-13
12104.561765	215.905207	-370.806393	2.17887813846438e-12	5.75886118461307e-13	-5.75886118461307e-13
12678.651463	795.172048	-358.184492	1.20318340624745e-12	3.10561724963236e-13	-3.10561724963236e-13
17140.576475	225.349777	-368.883963	1.29562240660997e-12	3.43051028423473e-13	-3.43051028423473e-13
17667.905528	247.122784	-301.979276	1.40785366417764e-12	3.71178585367564e-13	-3.71178585367564e-13
18199.638662	239.418450	-284.610350	1.48316198977769e-12	3.91035965109976e-13	-3.91035965109976e-13
18797.157322	468.508682	-358.100210	9.4515125676061e-13	2.65427431984785e-13	-2.65427431984785e-13
22792.192477	350.474474	-344.047626	1.46016661141812e-12	3.47052578786462e-13	-3.47052578786462e-13
24185.169306	881.449046	-663.051654	9.17157951357477e-13	1.84264586844917e-13	-1.84264586844917e-13
36383.395290	10567.170441	-8095.505039	2.90491055265077e-13	7.78075500069925e-14	-7.78075500069925e-14
63146.087716	8178.569535	-11743.598404	1.151380105802e-13	2.97022693960517e-14	-2.97022693960517e-14
104588.321120	151110.377252	-30042.037488	4.15736419155009e-14	1.35877155343094e-14	-1.35877155343094e-14
