READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
78.644146	1.955129	-1.834384	6.65417731350833e-10	1.00653984019193e-10	-1.00653984019193e-10
82.412521	1.652486	-1.813245	7.18401416491361e-10	1.08668552976591e-10	-1.08668552976591e-10
85.670441	1.484916	-1.605434	7.97143724370695e-10	1.20579408272854e-10	-1.20579408272854e-10
89.010617	1.553540	-1.855260	7.23138555000775e-10	1.09385111681475e-10	-1.09385111681475e-10
92.094532	2.342777	-1.530376	5.1305491839437e-10	8.83678684130325e-11	-8.83678684130325e-11
96.204210	1.944346	-1.766901	7.26262221006191e-10	1.09857598825259e-10	-1.09857598825259e-10
99.394156	0.848405	-1.245600	1.29028635011079e-09	1.95174358696704e-10	-1.95174358696704e-10
101.359553	0.804487	-1.116991	1.35095242177661e-09	2.01388088602923e-10	-2.01388088602923e-10
102.666711	0.579042	-0.502671	2.3430040242426e-09	3.49274440724542e-10	-3.49274440724542e-10
104.101322	0.918208	-0.855569	1.42426788202329e-09	2.15440982467915e-10	-2.15440982467915e-10
105.726846	0.801388	-0.707316	1.67097426630706e-09	2.5650792632695e-10	-2.5650792632695e-10
107.209357	0.720832	-0.681123	1.81612841630469e-09	2.74715477773678e-10	-2.74715477773678e-10
108.917561	0.661867	-0.987372	1.5436251132366e-09	2.30110027744632e-10	-2.30110027744632e-10
110.437680	0.815888	-0.858252	1.48813117251348e-09	2.25101182714329e-10	-2.25101182714329e-10
112.052172	0.791926	-0.798604	1.57353200596304e-09	2.34568307503025e-10	-2.34568307503025e-10
113.558621	0.715900	-0.714523	1.73909039715461e-09	2.59248281899147e-10	-2.59248281899147e-10
115.575767	1.431483	-1.301245	8.72726173997526e-10	1.35974170485696e-10	-1.35974170485696e-10
118.234317	1.269037	-1.227068	9.93510212653991e-10	1.48103748625696e-10	-1.48103748625696e-10
120.747499	0.851674	-1.244145	1.17367168329283e-09	1.77534682826377e-10	-1.77534682826377e-10
122.654491	1.104530	-1.055318	1.15527785504593e-09	1.72218662543522e-10	-1.72218662543522e-10
125.118774	1.671853	-1.359753	8.21098948479435e-10	1.22402225365761e-10	-1.22402225365761e-10
128.133037	1.433035	-1.342410	8.83824146491278e-10	1.33691096505681e-10	-1.33691096505681e-10
131.485111	1.973684	-1.919039	6.28108417110849e-10	9.50103910602097e-11	-9.50103910602097e-11
134.974423	1.455506	-1.515629	8.25590989803669e-10	1.24882490552819e-10	-1.24882490552819e-10
138.187766	1.560227	-1.757837	7.42268794753373e-10	1.1227880761123e-10	-1.1227880761123e-10
141.129948	1.131920	-1.381955	9.94600418492764e-10	1.48266273028835e-10	-1.48266273028835e-10
143.419134	1.294379	-1.157266	1.01808694176117e-09	1.51767429401574e-10	-1.51767429401574e-10
146.283321	1.890590	-1.569808	7.18086864360422e-10	1.07046053743864e-10	-1.07046053743864e-10
149.471881	1.488129	-1.297970	8.81987651204083e-10	1.33413272040721e-10	-1.33413272040721e-10
153.199662	1.745588	-2.239651	6.33404440208036e-10	9.44223705483211e-11	-9.44223705483211e-11
156.707768	2.469985	-1.762518	5.97903475837571e-10	9.04414604988442e-11	-9.04414604988442e-11
160.880715	1.894439	-1.702963	7.14965634096125e-10	1.08148827237082e-10	-1.08148827237082e-10
164.498642	1.651494	-1.723487	7.66572023603305e-10	1.14273821855579e-10	-1.14273821855579e-10
167.943818	1.490578	-1.793682	7.80375858317424e-10	1.16331588850648e-10	-1.16331588850648e-10
171.412214	1.907769	-1.977818	6.53597008266882e-10	9.74325153343815e-11	-9.74325153343815e-11
174.739692	1.245428	-1.419709	9.33724758702104e-10	1.41239258559927e-10	-1.41239258559927e-10
