READ TERR 1 2
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
110.422251	11.014641	-14.058459	5.6120160643446e-10	1.17823079901908e-10	-1.17823079901908e-10
133.134570	15.882782	-11.697678	5.31461324091774e-10	1.19778907482441e-10	-1.19778907482441e-10
160.299684	11.283508	-11.282332	8.5792998026164e-10	1.84226429674597e-10	-1.84226429674597e-10
193.325213	20.882359	-21.742021	5.20988787388976e-10	1.14116000477955e-10	-1.14116000477955e-10
243.995370	47.938922	-29.787798	3.39385405381992e-10	7.64894090467191e-11	-7.64894090467191e-11
334.030718	53.181473	-42.096427	1.79549490441817e-10	4.04773209190073e-11	-4.04773209190073e-11
417.542729	29.845003	-30.330538	1.61042686459727e-10	3.61569501228861e-11	-3.61569501228861e-11
471.925385	25.608587	-24.537653	1.80412330199857e-10	4.05058678145319e-11	-4.05058678145319e-11
519.995471	27.684701	-22.461499	1.83994600797256e-10	4.13101566594873e-11	-4.13101566594873e-11
596.767936	31.146215	-49.087765	1.25070973964131e-10	2.81957696608713e-11	-2.81957696608713e-11
672.209828	33.430964	-44.295676	1.46649339068988e-10	3.21256475934157e-11	-3.21256475934157e-11
741.313079	24.503152	-35.672288	1.80245468194056e-10	3.99505705140385e-11	-3.99505705140385e-11
823.747482	84.985370	-57.931250	1.12036982458407e-10	2.535382505275e-11	-2.535382505275e-11
1018.943300	67.808452	-110.210448	1.28695474918462e-10	2.88862979129661e-11	-2.88862979129661e-11
1151.198914	88.498518	-64.447162	1.00934461759994e-10	2.30105486206166e-11	-2.30105486206166e-11
1274.644400	35.257651	-34.946969	5.53860545150751e-11	1.24861670761114e-11	-1.24861670761114e-11
1341.793185	23.269566	-31.891134	8.37683050144678e-11	1.88844769338441e-11	-1.88844769338441e-11
1422.262148	63.151264	-57.199396	5.46897617443841e-11	1.22777936137865e-11	-1.22777936137865e-11
1527.223507	43.438244	-41.810096	5.88736441675503e-11	1.32711517412669e-11	-1.32711517412669e-11
1633.735287	47.247605	-63.073535	5.26942445369918e-11	9.17293867470577e-12	-9.17293867470577e-12
4878.624978	54.854713	-42.930427	3.16618337846857e-11	7.19232465288149e-12	-7.19232465288149e-12
5014.740551	69.177940	-81.260860	2.04381069908833e-11	4.66122037936041e-12	-4.66122037936041e-12
5168.990305	90.440187	-85.071813	1.72797357393555e-11	3.98855906010503e-12	-3.98855906010503e-12
5339.555542	67.806470	-80.125050	2.21080243518483e-11	4.93459959292599e-12	-4.93459959292599e-12
5455.307421	54.854431	-47.945409	3.30152052602893e-11	7.28600544740242e-12	-7.28600544740242e-12
5548.619329	34.254622	-38.457478	4.57882538899765e-11	1.02385201355525e-11	-1.02385201355525e-11
5671.649703	51.633849	-88.775752	2.40577515109412e-11	5.44335176289081e-12	-5.44335176289081e-12
5784.679743	71.491369	-61.396191	2.60052255282134e-11	5.88400176722997e-12	-5.88400176722997e-12
5902.124505	46.817187	-45.953393	3.82735481097528e-11	8.62575532400684e-12	-8.62575532400684e-12
6047.664384	64.252548	-98.722692	2.21650878115637e-11	5.09563855441998e-12	-5.09563855441998e-12
6203.960637	85.975315	-92.043705	1.82672080150113e-11	4.51353705316749e-12	-4.51353705316749e-12
6364.974893	97.965419	-75.038941	2.3632468341383e-11	5.28434709818416e-12	-5.28434709818416e-12
6541.150991	107.330100	-78.210680	2.06633931168125e-11	4.93461931189299e-12	-4.93461931189299e-12
6740.368617	91.145834	-91.887526	2.48018328770167e-11	5.56755083788821e-12	-5.56755083788821e-12
6929.264716	77.761096	-97.750264	2.80439933103533e-11	6.23586656546406e-12	-6.23586656546406e-12
7100.060837	117.578495	-93.035025	1.65072566206439e-11	4.37620785932417e-12	-4.37620785932417e-12
7352.249881	91.046671	-134.610549	2.37678864930403e-11	5.02438294919061e-12	-5.02438294919061e-12
35749.664554	628.725038	-529.651222	4.47220145634316e-12	1.02200147004492e-12	-1.02200147004492e-12
44695.925281	3247.006371	-2995.690609	3.45513226671615e-12	8.32458016708208e-13	-8.32458016708208e-13
56438.341933	3067.624378	-3631.715862	3.24583972413137e-12	6.25480357095927e-13	-6.25480357095927e-13
96213.176892	14218.274319	-9924.548440	9.02022177170891e-13	1.86208726432142e-13	-1.86208726432142e-13
139423.095394	11867.868518	-12457.695442	9.78869229287929e-13	2.41414544970002e-13	-2.41414544970002e-13
212819.730318	14252.001974	-10711.492727	2.8868957054166e-13	8.11247642974533e-14	-8.11247642974533e-14
273642.365543	57409.412989	-41132.776091	4.1214867037896e-13	9.09718352127147e-14	-9.09718352127147e-14
468886.784032	104425.826520	-93646.156420	8.81964232909709e-14	6.27551473416523e-14	-6.27551473416523e-14
