ZTF18aaqjovh & 11:52:43.62 & +25:40:30.1 & 0.054
ZTF18abklarx & 15:17:02.53 & +03:56:38.7 & 0.04
ZTF18abukavn & 16:43:48.22 & +41:02:43.4 & 0.033 
ZTF18abcraaa & 22:15:20.80 & +31:14:22.8 & 0.09 
